Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2020-01-28-tweedekamer-27	ParlaMint-NL_2020-01-28-tweedekamer-27.u1	Report of the meeting of the Dutch Lower House, Meeting 46, Session 27 (2020-01-28)	2020-01-28	Lower house	Meeting of the 29th Tweede Kamer	Session 27	Meeting 46	Sitting 2020-01-28	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2020-01-28-tweedekamer-27	ParlaMint-NL_2020-01-28-tweedekamer-27.u2	Report of the meeting of the Dutch Lower House, Meeting 46, Session 27 (2020-01-28)	2020-01-28	Lower house	Meeting of the 29th Tweede Kamer	Session 27	Meeting 46	Sitting 2020-01-28	-	Reference	English	Regular	notMP	notMinister	D66	Democraten 66	Coalition	Centre	PaulvanMeenen	van Meenen, Paul	M	1956	
ParlaMint-NL-en_2020-01-28-tweedekamer-27	ParlaMint-NL_2020-01-28-tweedekamer-27.u3	Report of the meeting of the Dutch Lower House, Meeting 46, Session 27 (2020-01-28)	2020-01-28	Lower house	Meeting of the 29th Tweede Kamer	Session 27	Meeting 46	Sitting 2020-01-28	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2020-01-28-tweedekamer-27	ParlaMint-NL_2020-01-28-tweedekamer-27.u4	Report of the meeting of the Dutch Lower House, Meeting 46, Session 27 (2020-01-28)	2020-01-28	Lower house	Meeting of the 29th Tweede Kamer	Session 27	Meeting 46	Sitting 2020-01-28	-	Reference	English	Regular	notMP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	AttjeKuiken	Kuiken, Attje	F	1977	
ParlaMint-NL-en_2020-01-28-tweedekamer-27	ParlaMint-NL_2020-01-28-tweedekamer-27.u5	Report of the meeting of the Dutch Lower House, Meeting 46, Session 27 (2020-01-28)	2020-01-28	Lower house	Meeting of the 29th Tweede Kamer	Session 27	Meeting 46	Sitting 2020-01-28	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2020-01-28-tweedekamer-27	ParlaMint-NL_2020-01-28-tweedekamer-27.u6	Report of the meeting of the Dutch Lower House, Meeting 46, Session 27 (2020-01-28)	2020-01-28	Lower house	Meeting of the 29th Tweede Kamer	Session 27	Meeting 46	Sitting 2020-01-28	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2020-01-28-tweedekamer-27	ParlaMint-NL_2020-01-28-tweedekamer-27.u7	Report of the meeting of the Dutch Lower House, Meeting 46, Session 27 (2020-01-28)	2020-01-28	Lower house	Meeting of the 29th Tweede Kamer	Session 27	Meeting 46	Sitting 2020-01-28	-	Reference	English	Regular	notMP	Minister	CU	ChristenUnie	Coalition	Centre-right	ArieSlob	Slob, Arie	M	1961	
ParlaMint-NL-en_2020-01-28-tweedekamer-27	ParlaMint-NL_2020-01-28-tweedekamer-27.u8	Report of the meeting of the Dutch Lower House, Meeting 46, Session 27 (2020-01-28)	2020-01-28	Lower house	Meeting of the 29th Tweede Kamer	Session 27	Meeting 46	Sitting 2020-01-28	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2020-01-28-tweedekamer-27	ParlaMint-NL_2020-01-28-tweedekamer-27.u9	Report of the meeting of the Dutch Lower House, Meeting 46, Session 27 (2020-01-28)	2020-01-28	Lower house	Meeting of the 29th Tweede Kamer	Session 27	Meeting 46	Sitting 2020-01-28	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
