Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2021-07-07-ps2017-111-01-002-331	ParlaMint-CZ_2021-07-07-ps2017-111-01-002-331.u1	Parliament of the Czech Republic, Chamber of Deputies, 2021-07-07	2021-07-07	Lower house	ps2017	-	ps2017/111	ps2017/111/01	ps2017/111/331	COVID	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2021-07-07-ps2017-111-01-002-331	ParlaMint-CZ_2021-07-07-ps2017-111-01-002-331.u2	Parliament of the Czech Republic, Chamber of Deputies, 2021-07-07	2021-07-07	Lower house	ps2017	-	ps2017/111	ps2017/111/01	ps2017/111/331	COVID	English	Regular	MP	Minister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	AdamVojtech.1986	Vojtěch, Adam	M	1986	
ParlaMint-CZ-en_2021-07-07-ps2017-111-01-002-331	ParlaMint-CZ_2021-07-07-ps2017-111-01-002-331.u3	Parliament of the Czech Republic, Chamber of Deputies, 2021-07-07	2021-07-07	Lower house	ps2017	-	ps2017/111	ps2017/111/01	ps2017/111/331	COVID	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2021-07-07-ps2017-111-01-002-331	ParlaMint-CZ_2021-07-07-ps2017-111-01-002-331.u4	Parliament of the Czech Republic, Chamber of Deputies, 2021-07-07	2021-07-07	Lower house	ps2017	-	ps2017/111	ps2017/111/01	ps2017/111/331	COVID	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	DavidKasal.1969	Kasal, David	M	1969	
ParlaMint-CZ-en_2021-07-07-ps2017-111-01-002-331	ParlaMint-CZ_2021-07-07-ps2017-111-01-002-331.u5	Parliament of the Czech Republic, Chamber of Deputies, 2021-07-07	2021-07-07	Lower house	ps2017	-	ps2017/111	ps2017/111/01	ps2017/111/331	COVID	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2021-07-07-ps2017-111-01-002-331	ParlaMint-CZ_2021-07-07-ps2017-111-01-002-331.u6	Parliament of the Czech Republic, Chamber of Deputies, 2021-07-07	2021-07-07	Lower house	ps2017	-	ps2017/111	ps2017/111/01	ps2017/111/331	COVID	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RostislavVyzula.1952	Vyzula, Rostislav	M	1952	
ParlaMint-CZ-en_2021-07-07-ps2017-111-01-002-331	ParlaMint-CZ_2021-07-07-ps2017-111-01-002-331.u7	Parliament of the Czech Republic, Chamber of Deputies, 2021-07-07	2021-07-07	Lower house	ps2017	-	ps2017/111	ps2017/111/01	ps2017/111/331	COVID	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2021-07-07-ps2017-111-01-002-331	ParlaMint-CZ_2021-07-07-ps2017-111-01-002-331.u8	Parliament of the Czech Republic, Chamber of Deputies, 2021-07-07	2021-07-07	Lower house	ps2017	-	ps2017/111	ps2017/111/01	ps2017/111/331	COVID	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RostislavVyzula.1952	Vyzula, Rostislav	M	1952	
ParlaMint-CZ-en_2021-07-07-ps2017-111-01-002-331	ParlaMint-CZ_2021-07-07-ps2017-111-01-002-331.u9	Parliament of the Czech Republic, Chamber of Deputies, 2021-07-07	2021-07-07	Lower house	ps2017	-	ps2017/111	ps2017/111/01	ps2017/111/331	COVID	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2021-07-07-ps2017-111-01-002-331	ParlaMint-CZ_2021-07-07-ps2017-111-01-002-331.u10	Parliament of the Czech Republic, Chamber of Deputies, 2021-07-07	2021-07-07	Lower house	ps2017	-	ps2017/111	ps2017/111/01	ps2017/111/331	COVID	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RostislavVyzula.1952	Vyzula, Rostislav	M	1952	
ParlaMint-CZ-en_2021-07-07-ps2017-111-01-002-331	ParlaMint-CZ_2021-07-07-ps2017-111-01-002-331.u11	Parliament of the Czech Republic, Chamber of Deputies, 2021-07-07	2021-07-07	Lower house	ps2017	-	ps2017/111	ps2017/111/01	ps2017/111/331	COVID	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
