Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2021-07-08-ps2017-111-02-011-013	ParlaMint-CZ_2021-07-08-ps2017-111-02-011-013.u1	Parliament of the Czech Republic, Chamber of Deputies, 2021-07-08	2021-07-08	Lower house	ps2017	-	ps2017/111	ps2017/111/02	ps2017/111/013	COVID	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2021-07-08-ps2017-111-02-011-013	ParlaMint-CZ_2021-07-08-ps2017-111-02-011-013.u2	Parliament of the Czech Republic, Chamber of Deputies, 2021-07-08	2021-07-08	Lower house	ps2017	-	ps2017/111	ps2017/111/02	ps2017/111/013	COVID	English	Guest	MP	Minister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	JanHamacek.1978	Hamáček, Jan	M	1978	
ParlaMint-CZ-en_2021-07-08-ps2017-111-02-011-013	ParlaMint-CZ_2021-07-08-ps2017-111-02-011-013.u3	Parliament of the Czech Republic, Chamber of Deputies, 2021-07-08	2021-07-08	Lower house	ps2017	-	ps2017/111	ps2017/111/02	ps2017/111/013	COVID	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2021-07-08-ps2017-111-02-011-013	ParlaMint-CZ_2021-07-08-ps2017-111-02-011-013.u4	Parliament of the Czech Republic, Chamber of Deputies, 2021-07-08	2021-07-08	Lower house	ps2017	-	ps2017/111	ps2017/111/02	ps2017/111/013	COVID	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Opposition	Centre to centre-right	MarekVyborny.1976	Výborný, Marek	M	1976	
ParlaMint-CZ-en_2021-07-08-ps2017-111-02-011-013	ParlaMint-CZ_2021-07-08-ps2017-111-02-011-013.u5	Parliament of the Czech Republic, Chamber of Deputies, 2021-07-08	2021-07-08	Lower house	ps2017	-	ps2017/111	ps2017/111/02	ps2017/111/013	COVID	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2021-07-08-ps2017-111-02-011-013	ParlaMint-CZ_2021-07-08-ps2017-111-02-011-013.u6	Parliament of the Czech Republic, Chamber of Deputies, 2021-07-08	2021-07-08	Lower house	ps2017	-	ps2017/111	ps2017/111/02	ps2017/111/013	COVID	English	Regular	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	KaterinaValachova.1976	Valachová, Kateřina	F	1976	
ParlaMint-CZ-en_2021-07-08-ps2017-111-02-011-013	ParlaMint-CZ_2021-07-08-ps2017-111-02-011-013.u7	Parliament of the Czech Republic, Chamber of Deputies, 2021-07-08	2021-07-08	Lower house	ps2017	-	ps2017/111	ps2017/111/02	ps2017/111/013	COVID	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2021-07-08-ps2017-111-02-011-013	ParlaMint-CZ_2021-07-08-ps2017-111-02-011-013.u8	Parliament of the Czech Republic, Chamber of Deputies, 2021-07-08	2021-07-08	Lower house	ps2017	-	ps2017/111	ps2017/111/02	ps2017/111/013	COVID	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	MartinKupka.1975	Kupka, Martin	M	1975	
ParlaMint-CZ-en_2021-07-08-ps2017-111-02-011-013	ParlaMint-CZ_2021-07-08-ps2017-111-02-011-013.u9	Parliament of the Czech Republic, Chamber of Deputies, 2021-07-08	2021-07-08	Lower house	ps2017	-	ps2017/111	ps2017/111/02	ps2017/111/013	COVID	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2021-07-08-ps2017-111-02-011-013	ParlaMint-CZ_2021-07-08-ps2017-111-02-011-013.u10	Parliament of the Czech Republic, Chamber of Deputies, 2021-07-08	2021-07-08	Lower house	ps2017	-	ps2017/111	ps2017/111/02	ps2017/111/013	COVID	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
ParlaMint-CZ-en_2021-07-08-ps2017-111-02-011-013	ParlaMint-CZ_2021-07-08-ps2017-111-02-011-013.u11	Parliament of the Czech Republic, Chamber of Deputies, 2021-07-08	2021-07-08	Lower house	ps2017	-	ps2017/111	ps2017/111/02	ps2017/111/013	COVID	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
