Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2020-11-10-ps2017-062-07-012-035	ParlaMint-CZ_2020-11-10-ps2017-062-07-012-035.u1	Parliament of the Czech Republic, Chamber of Deputies, 2020-11-10	2020-11-10	Lower house	ps2017	-	ps2017/062	ps2017/062/07	ps2017/062/035	COVID	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2020-11-10-ps2017-062-07-012-035	ParlaMint-CZ_2020-11-10-ps2017-062-07-012-035.u2	Parliament of the Czech Republic, Chamber of Deputies, 2020-11-10	2020-11-10	Lower house	ps2017	-	ps2017/062	ps2017/062/07	ps2017/062/035	COVID	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	MarekBenda.1968	Benda, Marek	M	1968	
ParlaMint-CZ-en_2020-11-10-ps2017-062-07-012-035	ParlaMint-CZ_2020-11-10-ps2017-062-07-012-035.u3	Parliament of the Czech Republic, Chamber of Deputies, 2020-11-10	2020-11-10	Lower house	ps2017	-	ps2017/062	ps2017/062/07	ps2017/062/035	COVID	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2020-11-10-ps2017-062-07-012-035	ParlaMint-CZ_2020-11-10-ps2017-062-07-012-035.u4	Parliament of the Czech Republic, Chamber of Deputies, 2020-11-10	2020-11-10	Lower house	ps2017	-	ps2017/062	ps2017/062/07	ps2017/062/035	COVID	English	Regular	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	JakubMichalek.1989	Michálek, Jakub	M	1989	
ParlaMint-CZ-en_2020-11-10-ps2017-062-07-012-035	ParlaMint-CZ_2020-11-10-ps2017-062-07-012-035.u5	Parliament of the Czech Republic, Chamber of Deputies, 2020-11-10	2020-11-10	Lower house	ps2017	-	ps2017/062	ps2017/062/07	ps2017/062/035	COVID	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2020-11-10-ps2017-062-07-012-035	ParlaMint-CZ_2020-11-10-ps2017-062-07-012-035.u6	Parliament of the Czech Republic, Chamber of Deputies, 2020-11-10	2020-11-10	Lower house	ps2017	-	ps2017/062	ps2017/062/07	ps2017/062/035	COVID	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
ParlaMint-CZ-en_2020-11-10-ps2017-062-07-012-035	ParlaMint-CZ_2020-11-10-ps2017-062-07-012-035.u7	Parliament of the Czech Republic, Chamber of Deputies, 2020-11-10	2020-11-10	Lower house	ps2017	-	ps2017/062	ps2017/062/07	ps2017/062/035	COVID	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
