Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2020-06-18-ps2017-051-01-007-006	ParlaMint-CZ_2020-06-18-ps2017-051-01-007-006.u1	Parliament of the Czech Republic, Chamber of Deputies, 2020-06-18	2020-06-18	Lower house	ps2017	-	ps2017/051	ps2017/051/01	ps2017/051/006	COVID	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
ParlaMint-CZ-en_2020-06-18-ps2017-051-01-007-006	ParlaMint-CZ_2020-06-18-ps2017-051-01-007-006.u2	Parliament of the Czech Republic, Chamber of Deputies, 2020-06-18	2020-06-18	Lower house	ps2017	-	ps2017/051	ps2017/051/01	ps2017/051/006	COVID	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Opposition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2020-06-18-ps2017-051-01-007-006	ParlaMint-CZ_2020-06-18-ps2017-051-01-007-006.u3	Parliament of the Czech Republic, Chamber of Deputies, 2020-06-18	2020-06-18	Lower house	ps2017	-	ps2017/051	ps2017/051/01	ps2017/051/006	COVID	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
ParlaMint-CZ-en_2020-06-18-ps2017-051-01-007-006	ParlaMint-CZ_2020-06-18-ps2017-051-01-007-006.u4	Parliament of the Czech Republic, Chamber of Deputies, 2020-06-18	2020-06-18	Lower house	ps2017	-	ps2017/051	ps2017/051/01	ps2017/051/006	COVID	English	Regular	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	FrantisekNavrkal.1992	Navrkal, František	M	1992	
ParlaMint-CZ-en_2020-06-18-ps2017-051-01-007-006	ParlaMint-CZ_2020-06-18-ps2017-051-01-007-006.u5	Parliament of the Czech Republic, Chamber of Deputies, 2020-06-18	2020-06-18	Lower house	ps2017	-	ps2017/051	ps2017/051/01	ps2017/051/006	COVID	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
