Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2020-09-18-ps2017-058-04-005-339	ParlaMint-CZ_2020-09-18-ps2017-058-04-005-339.u1	Parliament of the Czech Republic, Chamber of Deputies, 2020-09-18	2020-09-18	Lower house	ps2017	-	ps2017/058	ps2017/058/04	ps2017/058/339	COVID	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2020-09-18-ps2017-058-04-005-339	ParlaMint-CZ_2020-09-18-ps2017-058-04-005-339.u12	Parliament of the Czech Republic, Chamber of Deputies, 2020-09-18	2020-09-18	Lower house	ps2017	-	ps2017/058	ps2017/058/04	ps2017/058/339	COVID	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	MariePencikova.1979	Pěnčíková, Marie	F	1979	
ParlaMint-CZ-en_2020-09-18-ps2017-058-04-005-339	ParlaMint-CZ_2020-09-18-ps2017-058-04-005-339.u13	Parliament of the Czech Republic, Chamber of Deputies, 2020-09-18	2020-09-18	Lower house	ps2017	-	ps2017/058	ps2017/058/04	ps2017/058/339	COVID	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2020-09-18-ps2017-058-04-005-339	ParlaMint-CZ_2020-09-18-ps2017-058-04-005-339.u14	Parliament of the Czech Republic, Chamber of Deputies, 2020-09-18	2020-09-18	Lower house	ps2017	-	ps2017/058	ps2017/058/04	ps2017/058/339	COVID	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	MariePencikova.1979	Pěnčíková, Marie	F	1979	
ParlaMint-CZ-en_2020-09-18-ps2017-058-04-005-339	ParlaMint-CZ_2020-09-18-ps2017-058-04-005-339.u15	Parliament of the Czech Republic, Chamber of Deputies, 2020-09-18	2020-09-18	Lower house	ps2017	-	ps2017/058	ps2017/058/04	ps2017/058/339	COVID	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2020-09-18-ps2017-058-04-005-339	ParlaMint-CZ_2020-09-18-ps2017-058-04-005-339.u16	Parliament of the Czech Republic, Chamber of Deputies, 2020-09-18	2020-09-18	Lower house	ps2017	-	ps2017/058	ps2017/058/04	ps2017/058/339	COVID	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	MariePencikova.1979	Pěnčíková, Marie	F	1979	
ParlaMint-CZ-en_2020-09-18-ps2017-058-04-005-339	ParlaMint-CZ_2020-09-18-ps2017-058-04-005-339.u17	Parliament of the Czech Republic, Chamber of Deputies, 2020-09-18	2020-09-18	Lower house	ps2017	-	ps2017/058	ps2017/058/04	ps2017/058/339	COVID	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2020-09-18-ps2017-058-04-005-339	ParlaMint-CZ_2020-09-18-ps2017-058-04-005-339.u18	Parliament of the Czech Republic, Chamber of Deputies, 2020-09-18	2020-09-18	Lower house	ps2017	-	ps2017/058	ps2017/058/04	ps2017/058/339	COVID	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	MariePencikova.1979	Pěnčíková, Marie	F	1979	
ParlaMint-CZ-en_2020-09-18-ps2017-058-04-005-339	ParlaMint-CZ_2020-09-18-ps2017-058-04-005-339.u19	Parliament of the Czech Republic, Chamber of Deputies, 2020-09-18	2020-09-18	Lower house	ps2017	-	ps2017/058	ps2017/058/04	ps2017/058/339	COVID	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2020-09-18-ps2017-058-04-005-339	ParlaMint-CZ_2020-09-18-ps2017-058-04-005-339.u20	Parliament of the Czech Republic, Chamber of Deputies, 2020-09-18	2020-09-18	Lower house	ps2017	-	ps2017/058	ps2017/058/04	ps2017/058/339	COVID	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	MariePencikova.1979	Pěnčíková, Marie	F	1979	
ParlaMint-CZ-en_2020-09-18-ps2017-058-04-005-339	ParlaMint-CZ_2020-09-18-ps2017-058-04-005-339.u21	Parliament of the Czech Republic, Chamber of Deputies, 2020-09-18	2020-09-18	Lower house	ps2017	-	ps2017/058	ps2017/058/04	ps2017/058/339	COVID	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
