Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2016-09-08-ps2013-049-03-005-198	ParlaMint-CZ_2016-09-08-ps2013-049-03-005-198.u1	Parliament of the Czech Republic, Chamber of Deputies, 2016-09-08	2016-09-08	Lower house	ps2013	-	ps2013/049	ps2013/049/03	ps2013/049/198	Reference	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2016-09-08-ps2013-049-03-005-198	ParlaMint-CZ_2016-09-08-ps2013-049-03-005-198.u2	Parliament of the Czech Republic, Chamber of Deputies, 2016-09-08	2016-09-08	Lower house	ps2013	-	ps2013/049	ps2013/049/03	ps2013/049/198	Reference	English	Guest	MP	Minister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	AndrejBabis.1954	Babiš, Andrej	M	1954	
ParlaMint-CZ-en_2016-09-08-ps2013-049-03-005-198	ParlaMint-CZ_2016-09-08-ps2013-049-03-005-198.u3	Parliament of the Czech Republic, Chamber of Deputies, 2016-09-08	2016-09-08	Lower house	ps2013	-	ps2013/049	ps2013/049/03	ps2013/049/198	Reference	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2016-09-08-ps2013-049-03-005-198	ParlaMint-CZ_2016-09-08-ps2013-049-03-005-198.u4	Parliament of the Czech Republic, Chamber of Deputies, 2016-09-08	2016-09-08	Lower house	ps2013	-	ps2013/049	ps2013/049/03	ps2013/049/198	Reference	English	Regular	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	RomKostrica.1949	Kostřica, Rom	M	1949	
ParlaMint-CZ-en_2016-09-08-ps2013-049-03-005-198	ParlaMint-CZ_2016-09-08-ps2013-049-03-005-198.u5	Parliament of the Czech Republic, Chamber of Deputies, 2016-09-08	2016-09-08	Lower house	ps2013	-	ps2013/049	ps2013/049/03	ps2013/049/198	Reference	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
