Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2016-01-20-ps2013-039-02-010-047	ParlaMint-CZ_2016-01-20-ps2013-039-02-010-047.u1	Parliament of the Czech Republic, Chamber of Deputies, 2016-01-20	2016-01-20	Lower house	ps2013	-	ps2013/039	ps2013/039/02	ps2013/039/047	Reference	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2016-01-20-ps2013-039-02-010-047	ParlaMint-CZ_2016-01-20-ps2013-039-02-010-047.u2	Parliament of the Czech Republic, Chamber of Deputies, 2016-01-20	2016-01-20	Lower house	ps2013	-	ps2013/039	ps2013/039/02	ps2013/039/047	Reference	English	Regular	MP	Minister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	MilanChovanec.1970	Chovanec, Milan	M	1970	
ParlaMint-CZ-en_2016-01-20-ps2013-039-02-010-047	ParlaMint-CZ_2016-01-20-ps2013-039-02-010-047.u3	Parliament of the Czech Republic, Chamber of Deputies, 2016-01-20	2016-01-20	Lower house	ps2013	-	ps2013/039	ps2013/039/02	ps2013/039/047	Reference	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2016-01-20-ps2013-039-02-010-047	ParlaMint-CZ_2016-01-20-ps2013-039-02-010-047.u4	Parliament of the Czech Republic, Chamber of Deputies, 2016-01-20	2016-01-20	Lower house	ps2013	-	ps2013/039	ps2013/039/02	ps2013/039/047	Reference	English	Regular	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	MartinPlisek.1974	Plíšek, Martin	M	1974	
ParlaMint-CZ-en_2016-01-20-ps2013-039-02-010-047	ParlaMint-CZ_2016-01-20-ps2013-039-02-010-047.u5	Parliament of the Czech Republic, Chamber of Deputies, 2016-01-20	2016-01-20	Lower house	ps2013	-	ps2013/039	ps2013/039/02	ps2013/039/047	Reference	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
