Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2017-04-05-ps2013-056-02-006-036	ParlaMint-CZ_2017-04-05-ps2013-056-02-006-036.u1	Parliament of the Czech Republic, Chamber of Deputies, 2017-04-05	2017-04-05	Lower house	ps2013	-	ps2013/056	ps2013/056/02	ps2013/056/036	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2017-04-05-ps2013-056-02-006-036	ParlaMint-CZ_2017-04-05-ps2013-056-02-006-036.u2	Parliament of the Czech Republic, Chamber of Deputies, 2017-04-05	2017-04-05	Lower house	ps2013	-	ps2013/056	ps2013/056/02	ps2013/056/036	Reference	English	Regular	MP	Minister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RichardBrabec.1966	Brabec, Richard	M	1966	
ParlaMint-CZ-en_2017-04-05-ps2013-056-02-006-036	ParlaMint-CZ_2017-04-05-ps2013-056-02-006-036.u3	Parliament of the Czech Republic, Chamber of Deputies, 2017-04-05	2017-04-05	Lower house	ps2013	-	ps2013/056	ps2013/056/02	ps2013/056/036	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2017-04-05-ps2013-056-02-006-036	ParlaMint-CZ_2017-04-05-ps2013-056-02-006-036.u4	Parliament of the Czech Republic, Chamber of Deputies, 2017-04-05	2017-04-05	Lower house	ps2013	-	ps2013/056	ps2013/056/02	ps2013/056/036	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	KarelTurecek.1971	Tureček, Karel	M	1971	
ParlaMint-CZ-en_2017-04-05-ps2013-056-02-006-036	ParlaMint-CZ_2017-04-05-ps2013-056-02-006-036.u5	Parliament of the Czech Republic, Chamber of Deputies, 2017-04-05	2017-04-05	Lower house	ps2013	-	ps2013/056	ps2013/056/02	ps2013/056/036	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2017-04-05-ps2013-056-02-006-036	ParlaMint-CZ_2017-04-05-ps2013-056-02-006-036.u6	Parliament of the Czech Republic, Chamber of Deputies, 2017-04-05	2017-04-05	Lower house	ps2013	-	ps2013/056	ps2013/056/02	ps2013/056/036	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	JanZahradnik.1949	Zahradník, Jan	M	1949	
ParlaMint-CZ-en_2017-04-05-ps2013-056-02-006-036	ParlaMint-CZ_2017-04-05-ps2013-056-02-006-036.u7	Parliament of the Czech Republic, Chamber of Deputies, 2017-04-05	2017-04-05	Lower house	ps2013	-	ps2013/056	ps2013/056/02	ps2013/056/036	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2017-04-05-ps2013-056-02-006-036	ParlaMint-CZ_2017-04-05-ps2013-056-02-006-036.u8	Parliament of the Czech Republic, Chamber of Deputies, 2017-04-05	2017-04-05	Lower house	ps2013	-	ps2013/056	ps2013/056/02	ps2013/056/036	Reference	English	Regular	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	MichalKucera.1968	Kučera, Michal	M	1968	
ParlaMint-CZ-en_2017-04-05-ps2013-056-02-006-036	ParlaMint-CZ_2017-04-05-ps2013-056-02-006-036.u9	Parliament of the Czech Republic, Chamber of Deputies, 2017-04-05	2017-04-05	Lower house	ps2013	-	ps2013/056	ps2013/056/02	ps2013/056/036	Reference	English	Chairperson	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	PetrGazdik.1974	Gazdík, Petr	M	1974	
ParlaMint-CZ-en_2017-04-05-ps2013-056-02-006-036	ParlaMint-CZ_2017-04-05-ps2013-056-02-006-036.u10	Parliament of the Czech Republic, Chamber of Deputies, 2017-04-05	2017-04-05	Lower house	ps2013	-	ps2013/056	ps2013/056/02	ps2013/056/036	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrBendl.1966	Bendl, Petr	M	1966	
