Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2017-01-20-ps2013-054-08-003-062	ParlaMint-CZ_2017-01-20-ps2013-054-08-003-062.u1	Parliament of the Czech Republic, Chamber of Deputies, 2017-01-20	2017-01-20	Lower house	ps2013	-	ps2013/054	ps2013/054/08	ps2013/054/062	Reference	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2017-01-20-ps2013-054-08-003-062	ParlaMint-CZ_2017-01-20-ps2013-054-08-003-062.u2	Parliament of the Czech Republic, Chamber of Deputies, 2017-01-20	2017-01-20	Lower house	ps2013	-	ps2013/054	ps2013/054/08	ps2013/054/062	Reference	English	Regular	MP	Minister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	JanMladek.1960	Mládek, Jan	M	1960	
ParlaMint-CZ-en_2017-01-20-ps2013-054-08-003-062	ParlaMint-CZ_2017-01-20-ps2013-054-08-003-062.u3	Parliament of the Czech Republic, Chamber of Deputies, 2017-01-20	2017-01-20	Lower house	ps2013	-	ps2013/054	ps2013/054/08	ps2013/054/062	Reference	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2017-01-20-ps2013-054-08-003-062	ParlaMint-CZ_2017-01-20-ps2013-054-08-003-062.u4	Parliament of the Czech Republic, Chamber of Deputies, 2017-01-20	2017-01-20	Lower house	ps2013	-	ps2013/054	ps2013/054/08	ps2013/054/062	Reference	English	Regular	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	MilanUrban.1958	Urban, Milan	M	1958	
ParlaMint-CZ-en_2017-01-20-ps2013-054-08-003-062	ParlaMint-CZ_2017-01-20-ps2013-054-08-003-062.u5	Parliament of the Czech Republic, Chamber of Deputies, 2017-01-20	2017-01-20	Lower house	ps2013	-	ps2013/054	ps2013/054/08	ps2013/054/062	Reference	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
