Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-PL-en_2020-09-29-senat-16-1	ParlaMint-PL_2020-09-29-senat-16-1.u1	Report of the session of the Senat of the Republic of Poland, Term 10, Session 16, Day 1 (2020-09-29)	2020-09-29	Upper house	10. kadencja Senatu	16. sesja Senatu	-	1. dzień sesji Senatu	-	COVID	English	Regular	MP	notMinister	KO	Klub Parlamentarny Platforma Obywatelska – Koalicja Obywatelska	Opposition	-	TomaszGrodzki	Grodzki, Tomasz	M	1958	
ParlaMint-PL-en_2020-09-29-senat-16-1	ParlaMint-PL_2020-09-29-senat-16-1.u2	Report of the session of the Senat of the Republic of Poland, Term 10, Session 16, Day 1 (2020-09-29)	2020-09-29	Upper house	10. kadencja Senatu	16. sesja Senatu	-	1. dzień sesji Senatu	-	COVID	English	Regular	MP	notMinister	-	-	-	-	KrzysztofKwiatkowski	Kwiatkowski, Krzysztof	M	1971	
ParlaMint-PL-en_2020-09-29-senat-16-1	ParlaMint-PL_2020-09-29-senat-16-1.u3	Report of the session of the Senat of the Republic of Poland, Term 10, Session 16, Day 1 (2020-09-29)	2020-09-29	Upper house	10. kadencja Senatu	16. sesja Senatu	-	1. dzień sesji Senatu	-	COVID	English	Regular	MP	notMinister	KO	Klub Parlamentarny Platforma Obywatelska – Koalicja Obywatelska	Opposition	-	TomaszGrodzki	Grodzki, Tomasz	M	1958	
ParlaMint-PL-en_2020-09-29-senat-16-1	ParlaMint-PL_2020-09-29-senat-16-1.u4	Report of the session of the Senat of the Republic of Poland, Term 10, Session 16, Day 1 (2020-09-29)	2020-09-29	Upper house	10. kadencja Senatu	16. sesja Senatu	-	1. dzień sesji Senatu	-	COVID	English	Regular	MP	notMinister	KO	Klub Parlamentarny Platforma Obywatelska – Koalicja Obywatelska	Opposition	-	HalinaBieda	Bieda, Halina	F	1962	
ParlaMint-PL-en_2020-09-29-senat-16-1	ParlaMint-PL_2020-09-29-senat-16-1.u5	Report of the session of the Senat of the Republic of Poland, Term 10, Session 16, Day 1 (2020-09-29)	2020-09-29	Upper house	10. kadencja Senatu	16. sesja Senatu	-	1. dzień sesji Senatu	-	COVID	English	Regular	MP	notMinister	KO	Klub Parlamentarny Platforma Obywatelska – Koalicja Obywatelska	Opposition	-	TomaszGrodzki	Grodzki, Tomasz	M	1958	
ParlaMint-PL-en_2020-09-29-senat-16-1	ParlaMint-PL_2020-09-29-senat-16-1.u6	Report of the session of the Senat of the Republic of Poland, Term 10, Session 16, Day 1 (2020-09-29)	2020-09-29	Upper house	10. kadencja Senatu	16. sesja Senatu	-	1. dzień sesji Senatu	-	COVID	English	Regular	MP	notMinister	KO	Klub Parlamentarny Platforma Obywatelska – Koalicja Obywatelska	Opposition	-	AlicjaChybicka	Chybicka, Alicja	F	1951	
ParlaMint-PL-en_2020-09-29-senat-16-1	ParlaMint-PL_2020-09-29-senat-16-1.u7	Report of the session of the Senat of the Republic of Poland, Term 10, Session 16, Day 1 (2020-09-29)	2020-09-29	Upper house	10. kadencja Senatu	16. sesja Senatu	-	1. dzień sesji Senatu	-	COVID	English	Regular	MP	notMinister	KO	Klub Parlamentarny Platforma Obywatelska – Koalicja Obywatelska	Opposition	-	TomaszGrodzki	Grodzki, Tomasz	M	1958	
ParlaMint-PL-en_2020-09-29-senat-16-1	ParlaMint-PL_2020-09-29-senat-16-1.u8	Report of the session of the Senat of the Republic of Poland, Term 10, Session 16, Day 1 (2020-09-29)	2020-09-29	Upper house	10. kadencja Senatu	16. sesja Senatu	-	1. dzień sesji Senatu	-	COVID	English	Regular	MP	notMinister	PiS	Klub Parlamentarny Prawo i Sprawiedliwość	Coalition	Right	JanMariaJackowski	Jackowski, Jan Maria	M	1958	
ParlaMint-PL-en_2020-09-29-senat-16-1	ParlaMint-PL_2020-09-29-senat-16-1.u9	Report of the session of the Senat of the Republic of Poland, Term 10, Session 16, Day 1 (2020-09-29)	2020-09-29	Upper house	10. kadencja Senatu	16. sesja Senatu	-	1. dzień sesji Senatu	-	COVID	English	Regular	MP	notMinister	KO	Klub Parlamentarny Platforma Obywatelska – Koalicja Obywatelska	Opposition	-	TomaszGrodzki	Grodzki, Tomasz	M	1958	
ParlaMint-PL-en_2020-09-29-senat-16-1	ParlaMint-PL_2020-09-29-senat-16-1.u10	Report of the session of the Senat of the Republic of Poland, Term 10, Session 16, Day 1 (2020-09-29)	2020-09-29	Upper house	10. kadencja Senatu	16. sesja Senatu	-	1. dzień sesji Senatu	-	COVID	English	Regular	MP	notMinister	KO	Klub Parlamentarny Platforma Obywatelska – Koalicja Obywatelska	Opposition	-	KazimierzMichałUjazdowski	Ujazdowski, Kazimierz Michał	M	1964	
