Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-PL-en_2020-12-17-sejm-24-1	ParlaMint-PL_2020-12-17-sejm-24-1.u1	Report of the session of the Sejm of the Republic of Poland, Term 9, Session 24, Day 1 (2020-12-17)	2020-12-17	Lower house	9. kadencja Sejmu	24. sesja Sejmu	-	1. dzień sesji Sejmu	-	COVID	English	Regular	MP	notMinister	Lewica	Koalicyjny Klub Parlamentarny Lewicy	Opposition	Centre-left to left	KrzysztofGawkowski	Gawkowski, Krzysztof	M	1980	
ParlaMint-PL-en_2020-12-17-sejm-24-1	ParlaMint-PL_2020-12-17-sejm-24-1.u2	Report of the session of the Sejm of the Republic of Poland, Term 9, Session 24, Day 1 (2020-12-17)	2020-12-17	Lower house	9. kadencja Sejmu	24. sesja Sejmu	-	1. dzień sesji Sejmu	-	COVID	English	Chairperson	MP	notMinister	PiS	Klub Parlamentarny Prawo i Sprawiedliwość	Coalition	Right	ElżbietaWitek	Witek, Elżbieta	F	1957	
ParlaMint-PL-en_2020-12-17-sejm-24-1	ParlaMint-PL_2020-12-17-sejm-24-1.u3	Report of the session of the Sejm of the Republic of Poland, Term 9, Session 24, Day 1 (2020-12-17)	2020-12-17	Lower house	9. kadencja Sejmu	24. sesja Sejmu	-	1. dzień sesji Sejmu	-	COVID	English	Regular	MP	notMinister	KO	Klub Parlamentarny Platforma Obywatelska – Koalicja Obywatelska	Opposition	-	CezaryTomczyk	Tomczyk, Cezary	M	1984	
ParlaMint-PL-en_2020-12-17-sejm-24-1	ParlaMint-PL_2020-12-17-sejm-24-1.u4	Report of the session of the Sejm of the Republic of Poland, Term 9, Session 24, Day 1 (2020-12-17)	2020-12-17	Lower house	9. kadencja Sejmu	24. sesja Sejmu	-	1. dzień sesji Sejmu	-	COVID	English	Chairperson	MP	notMinister	PiS	Klub Parlamentarny Prawo i Sprawiedliwość	Coalition	Right	ElżbietaWitek	Witek, Elżbieta	F	1957	
ParlaMint-PL-en_2020-12-17-sejm-24-1	ParlaMint-PL_2020-12-17-sejm-24-1.u5	Report of the session of the Sejm of the Republic of Poland, Term 9, Session 24, Day 1 (2020-12-17)	2020-12-17	Lower house	9. kadencja Sejmu	24. sesja Sejmu	-	1. dzień sesji Sejmu	-	COVID	English	Regular	MP	notMinister	PiS	Klub Parlamentarny Prawo i Sprawiedliwość	Coalition	Right	ZdzisławSipiera	Sipiera, Zdzisław	M	1959	
ParlaMint-PL-en_2020-12-17-sejm-24-1	ParlaMint-PL_2020-12-17-sejm-24-1.u6	Report of the session of the Sejm of the Republic of Poland, Term 9, Session 24, Day 1 (2020-12-17)	2020-12-17	Lower house	9. kadencja Sejmu	24. sesja Sejmu	-	1. dzień sesji Sejmu	-	COVID	English	Chairperson	MP	notMinister	PiS	Klub Parlamentarny Prawo i Sprawiedliwość	Coalition	Right	ElżbietaWitek	Witek, Elżbieta	F	1957	
ParlaMint-PL-en_2020-12-17-sejm-24-1	ParlaMint-PL_2020-12-17-sejm-24-1.u7	Report of the session of the Sejm of the Republic of Poland, Term 9, Session 24, Day 1 (2020-12-17)	2020-12-17	Lower house	9. kadencja Sejmu	24. sesja Sejmu	-	1. dzień sesji Sejmu	-	COVID	English	Regular	MP	notMinister	PiS	Klub Parlamentarny Prawo i Sprawiedliwość	Coalition	Right	HenrykKowalczyk	Kowalczyk, Henryk	M	1956	
ParlaMint-PL-en_2020-12-17-sejm-24-1	ParlaMint-PL_2020-12-17-sejm-24-1.u8	Report of the session of the Sejm of the Republic of Poland, Term 9, Session 24, Day 1 (2020-12-17)	2020-12-17	Lower house	9. kadencja Sejmu	24. sesja Sejmu	-	1. dzień sesji Sejmu	-	COVID	English	Chairperson	MP	notMinister	PiS	Klub Parlamentarny Prawo i Sprawiedliwość	Coalition	Right	ElżbietaWitek	Witek, Elżbieta	F	1957	
ParlaMint-PL-en_2020-12-17-sejm-24-1	ParlaMint-PL_2020-12-17-sejm-24-1.u9	Report of the session of the Sejm of the Republic of Poland, Term 9, Session 24, Day 1 (2020-12-17)	2020-12-17	Lower house	9. kadencja Sejmu	24. sesja Sejmu	-	1. dzień sesji Sejmu	-	COVID	English	Regular	MP	notMinister	KO	Klub Parlamentarny Platforma Obywatelska – Koalicja Obywatelska	Opposition	-	CezaryTomczyk	Tomczyk, Cezary	M	1984	
ParlaMint-PL-en_2020-12-17-sejm-24-1	ParlaMint-PL_2020-12-17-sejm-24-1.u10	Report of the session of the Sejm of the Republic of Poland, Term 9, Session 24, Day 1 (2020-12-17)	2020-12-17	Lower house	9. kadencja Sejmu	24. sesja Sejmu	-	1. dzień sesji Sejmu	-	COVID	English	Chairperson	MP	notMinister	PiS	Klub Parlamentarny Prawo i Sprawiedliwość	Coalition	Right	ElżbietaWitek	Witek, Elżbieta	F	1957	
