Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2022-10-14-ps2021-041-04-005-101	ParlaMint-CZ_2022-10-14-ps2021-041-04-005-101.u1	Parliament of the Czech Republic, Chamber of Deputies, 2022-10-14	2022-10-14	Lower house	ps2021	-	ps2021/041	ps2021/041/04	ps2021/041/101	COVID,War	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Coalition	Centre to centre-left	OlgaRichterova.1985	Richterová, Olga	F	1985	
ParlaMint-CZ-en_2022-10-14-ps2021-041-04-005-101	ParlaMint-CZ_2022-10-14-ps2021-041-04-005-101.u2	Parliament of the Czech Republic, Chamber of Deputies, 2022-10-14	2022-10-14	Lower house	ps2021	-	ps2021/041	ps2021/041/04	ps2021/041/101	COVID,War	English	Guest	MP	Minister	Piráti	Political group Czech Pirate Party	Coalition	Centre to centre-left	IvanBartos.1980	Bartoš, Ivan	M	1980	
ParlaMint-CZ-en_2022-10-14-ps2021-041-04-005-101	ParlaMint-CZ_2022-10-14-ps2021-041-04-005-101.u3	Parliament of the Czech Republic, Chamber of Deputies, 2022-10-14	2022-10-14	Lower house	ps2021	-	ps2021/041	ps2021/041/04	ps2021/041/101	COVID,War	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Coalition	Centre to centre-left	OlgaRichterova.1985	Richterová, Olga	F	1985	
ParlaMint-CZ-en_2022-10-14-ps2021-041-04-005-101	ParlaMint-CZ_2022-10-14-ps2021-041-04-005-101.u4	Parliament of the Czech Republic, Chamber of Deputies, 2022-10-14	2022-10-14	Lower house	ps2021	-	ps2021/041	ps2021/041/04	ps2021/041/101	COVID,War	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	JiriHavranek.1992	Havránek, Jiří	M	1992	
ParlaMint-CZ-en_2022-10-14-ps2021-041-04-005-101	ParlaMint-CZ_2022-10-14-ps2021-041-04-005-101.u5	Parliament of the Czech Republic, Chamber of Deputies, 2022-10-14	2022-10-14	Lower house	ps2021	-	ps2021/041	ps2021/041/04	ps2021/041/101	COVID,War	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Coalition	Centre to centre-left	OlgaRichterova.1985	Richterová, Olga	F	1985	
ParlaMint-CZ-en_2022-10-14-ps2021-041-04-005-101	ParlaMint-CZ_2022-10-14-ps2021-041-04-005-101.u6	Parliament of the Czech Republic, Chamber of Deputies, 2022-10-14	2022-10-14	Lower house	ps2021	-	ps2021/041	ps2021/041/04	ps2021/041/101	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KlaraDostalova.1971	Dostálová, Klára	F	1971	
ParlaMint-CZ-en_2022-10-14-ps2021-041-04-005-101	ParlaMint-CZ_2022-10-14-ps2021-041-04-005-101.u7	Parliament of the Czech Republic, Chamber of Deputies, 2022-10-14	2022-10-14	Lower house	ps2021	-	ps2021/041	ps2021/041/04	ps2021/041/101	COVID,War	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Coalition	Centre to centre-left	OlgaRichterova.1985	Richterová, Olga	F	1985	
ParlaMint-CZ-en_2022-10-14-ps2021-041-04-005-101	ParlaMint-CZ_2022-10-14-ps2021-041-04-005-101.u8	Parliament of the Czech Republic, Chamber of Deputies, 2022-10-14	2022-10-14	Lower house	ps2021	-	ps2021/041	ps2021/041/04	ps2021/041/101	COVID,War	English	Regular	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	MariePosarova.1980	Pošarová, Marie	F	1980	
ParlaMint-CZ-en_2022-10-14-ps2021-041-04-005-101	ParlaMint-CZ_2022-10-14-ps2021-041-04-005-101.u9	Parliament of the Czech Republic, Chamber of Deputies, 2022-10-14	2022-10-14	Lower house	ps2021	-	ps2021/041	ps2021/041/04	ps2021/041/101	COVID,War	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Coalition	Centre to centre-left	OlgaRichterova.1985	Richterová, Olga	F	1985	
ParlaMint-CZ-en_2022-10-14-ps2021-041-04-005-101	ParlaMint-CZ_2022-10-14-ps2021-041-04-005-101.u10	Parliament of the Czech Republic, Chamber of Deputies, 2022-10-14	2022-10-14	Lower house	ps2021	-	ps2021/041	ps2021/041/04	ps2021/041/101	COVID,War	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	JiriHavranek.1992	Havránek, Jiří	M	1992	
ParlaMint-CZ-en_2022-10-14-ps2021-041-04-005-101	ParlaMint-CZ_2022-10-14-ps2021-041-04-005-101.u11	Parliament of the Czech Republic, Chamber of Deputies, 2022-10-14	2022-10-14	Lower house	ps2021	-	ps2021/041	ps2021/041/04	ps2021/041/101	COVID,War	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Coalition	Centre to centre-left	OlgaRichterova.1985	Richterová, Olga	F	1985	
ParlaMint-CZ-en_2022-10-14-ps2021-041-04-005-101	ParlaMint-CZ_2022-10-14-ps2021-041-04-005-101.u12	Parliament of the Czech Republic, Chamber of Deputies, 2022-10-14	2022-10-14	Lower house	ps2021	-	ps2021/041	ps2021/041/04	ps2021/041/101	COVID,War	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	JiriHavranek.1992	Havránek, Jiří	M	1992	
ParlaMint-CZ-en_2022-10-14-ps2021-041-04-005-101	ParlaMint-CZ_2022-10-14-ps2021-041-04-005-101.u13	Parliament of the Czech Republic, Chamber of Deputies, 2022-10-14	2022-10-14	Lower house	ps2021	-	ps2021/041	ps2021/041/04	ps2021/041/101	COVID,War	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Coalition	Centre to centre-left	OlgaRichterova.1985	Richterová, Olga	F	1985	
ParlaMint-CZ-en_2022-10-14-ps2021-041-04-005-101	ParlaMint-CZ_2022-10-14-ps2021-041-04-005-101.u14	Parliament of the Czech Republic, Chamber of Deputies, 2022-10-14	2022-10-14	Lower house	ps2021	-	ps2021/041	ps2021/041/04	ps2021/041/101	COVID,War	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	JiriHavranek.1992	Havránek, Jiří	M	1992	
ParlaMint-CZ-en_2022-10-14-ps2021-041-04-005-101	ParlaMint-CZ_2022-10-14-ps2021-041-04-005-101.u15	Parliament of the Czech Republic, Chamber of Deputies, 2022-10-14	2022-10-14	Lower house	ps2021	-	ps2021/041	ps2021/041/04	ps2021/041/101	COVID,War	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Coalition	Centre to centre-left	OlgaRichterova.1985	Richterová, Olga	F	1985	
ParlaMint-CZ-en_2022-10-14-ps2021-041-04-005-101	ParlaMint-CZ_2022-10-14-ps2021-041-04-005-101.u16	Parliament of the Czech Republic, Chamber of Deputies, 2022-10-14	2022-10-14	Lower house	ps2021	-	ps2021/041	ps2021/041/04	ps2021/041/101	COVID,War	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	JiriHavranek.1992	Havránek, Jiří	M	1992	
ParlaMint-CZ-en_2022-10-14-ps2021-041-04-005-101	ParlaMint-CZ_2022-10-14-ps2021-041-04-005-101.u17	Parliament of the Czech Republic, Chamber of Deputies, 2022-10-14	2022-10-14	Lower house	ps2021	-	ps2021/041	ps2021/041/04	ps2021/041/101	COVID,War	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Coalition	Centre to centre-left	OlgaRichterova.1985	Richterová, Olga	F	1985	
ParlaMint-CZ-en_2022-10-14-ps2021-041-04-005-101	ParlaMint-CZ_2022-10-14-ps2021-041-04-005-101.u18	Parliament of the Czech Republic, Chamber of Deputies, 2022-10-14	2022-10-14	Lower house	ps2021	-	ps2021/041	ps2021/041/04	ps2021/041/101	COVID,War	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	JiriHavranek.1992	Havránek, Jiří	M	1992	
