Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2022-07-20-ps2021-029-03-001-002	ParlaMint-CZ_2022-07-20-ps2021-029-03-001-002.u1	Parliament of the Czech Republic, Chamber of Deputies, 2022-07-20	2022-07-20	Lower house	ps2021	-	ps2021/029	ps2021/029/03	ps2021/029/002	COVID,War	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2022-07-20-ps2021-029-03-001-002	ParlaMint-CZ_2022-07-20-ps2021-029-03-001-002.u2	Parliament of the Czech Republic, Chamber of Deputies, 2022-07-20	2022-07-20	Lower house	ps2021	-	ps2021/029	ps2021/029/03	ps2021/029/002	COVID,War	English	Regular	MP	Minister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	ZbynekStanjura.1964	Stanjura, Zbyněk	M	1964	
ParlaMint-CZ-en_2022-07-20-ps2021-029-03-001-002	ParlaMint-CZ_2022-07-20-ps2021-029-03-001-002.u3	Parliament of the Czech Republic, Chamber of Deputies, 2022-07-20	2022-07-20	Lower house	ps2021	-	ps2021/029	ps2021/029/03	ps2021/029/002	COVID,War	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2022-07-20-ps2021-029-03-001-002	ParlaMint-CZ_2022-07-20-ps2021-029-03-001-002.u4	Parliament of the Czech Republic, Chamber of Deputies, 2022-07-20	2022-07-20	Lower house	ps2021	-	ps2021/029	ps2021/029/03	ps2021/029/002	COVID,War	English	Regular	MP	Minister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	ZbynekStanjura.1964	Stanjura, Zbyněk	M	1964	
ParlaMint-CZ-en_2022-07-20-ps2021-029-03-001-002	ParlaMint-CZ_2022-07-20-ps2021-029-03-001-002.u5	Parliament of the Czech Republic, Chamber of Deputies, 2022-07-20	2022-07-20	Lower house	ps2021	-	ps2021/029	ps2021/029/03	ps2021/029/002	COVID,War	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2022-07-20-ps2021-029-03-001-002	ParlaMint-CZ_2022-07-20-ps2021-029-03-001-002.u6	Parliament of the Czech Republic, Chamber of Deputies, 2022-07-20	2022-07-20	Lower house	ps2021	-	ps2021/029	ps2021/029/03	ps2021/029/002	COVID,War	English	Regular	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2022-07-20-ps2021-029-03-001-002	ParlaMint-CZ_2022-07-20-ps2021-029-03-001-002.u7	Parliament of the Czech Republic, Chamber of Deputies, 2022-07-20	2022-07-20	Lower house	ps2021	-	ps2021/029	ps2021/029/03	ps2021/029/002	COVID,War	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2022-07-20-ps2021-029-03-001-002	ParlaMint-CZ_2022-07-20-ps2021-029-03-001-002.u8	Parliament of the Czech Republic, Chamber of Deputies, 2022-07-20	2022-07-20	Lower house	ps2021	-	ps2021/029	ps2021/029/03	ps2021/029/002	COVID,War	English	Regular	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2022-07-20-ps2021-029-03-001-002	ParlaMint-CZ_2022-07-20-ps2021-029-03-001-002.u9	Parliament of the Czech Republic, Chamber of Deputies, 2022-07-20	2022-07-20	Lower house	ps2021	-	ps2021/029	ps2021/029/03	ps2021/029/002	COVID,War	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2022-07-20-ps2021-029-03-001-002	ParlaMint-CZ_2022-07-20-ps2021-029-03-001-002.u10	Parliament of the Czech Republic, Chamber of Deputies, 2022-07-20	2022-07-20	Lower house	ps2021	-	ps2021/029	ps2021/029/03	ps2021/029/002	COVID,War	English	Regular	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2022-07-20-ps2021-029-03-001-002	ParlaMint-CZ_2022-07-20-ps2021-029-03-001-002.u11	Parliament of the Czech Republic, Chamber of Deputies, 2022-07-20	2022-07-20	Lower house	ps2021	-	ps2021/029	ps2021/029/03	ps2021/029/002	COVID,War	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2022-07-20-ps2021-029-03-001-002	ParlaMint-CZ_2022-07-20-ps2021-029-03-001-002.u12	Parliament of the Czech Republic, Chamber of Deputies, 2022-07-20	2022-07-20	Lower house	ps2021	-	ps2021/029	ps2021/029/03	ps2021/029/002	COVID,War	English	Regular	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	KarlaMarikova.1981	Maříková, Karla	F	1981	
