Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2022-03-03-ps2021-009-05-009-074	ParlaMint-CZ_2022-03-03-ps2021-009-05-009-074.u1	Parliament of the Czech Republic, Chamber of Deputies, 2022-03-03	2022-03-03	Lower house	ps2021	-	ps2021/009	ps2021/009/05	ps2021/009/074	COVID,War	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	JanSkopecek.1980	Skopeček, Jan	M	1980	
ParlaMint-CZ-en_2022-03-03-ps2021-009-05-009-074	ParlaMint-CZ_2022-03-03-ps2021-009-05-009-074.u2	Parliament of the Czech Republic, Chamber of Deputies, 2022-03-03	2022-03-03	Lower house	ps2021	-	ps2021/009	ps2021/009/05	ps2021/009/074	COVID,War	English	Regular	MP	Minister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	MartinKupka.1975	Kupka, Martin	M	1975	
ParlaMint-CZ-en_2022-03-03-ps2021-009-05-009-074	ParlaMint-CZ_2022-03-03-ps2021-009-05-009-074.u3	Parliament of the Czech Republic, Chamber of Deputies, 2022-03-03	2022-03-03	Lower house	ps2021	-	ps2021/009	ps2021/009/05	ps2021/009/074	COVID,War	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	JanSkopecek.1980	Skopeček, Jan	M	1980	
ParlaMint-CZ-en_2022-03-03-ps2021-009-05-009-074	ParlaMint-CZ_2022-03-03-ps2021-009-05-009-074.u4	Parliament of the Czech Republic, Chamber of Deputies, 2022-03-03	2022-03-03	Lower house	ps2021	-	ps2021/009	ps2021/009/05	ps2021/009/074	COVID,War	English	Regular	MP	notMinister	STAN	Political group Mayors and Independents	Coalition	Centre to centre-right	VladimirBalas.1959	Balaš, Vladimír	M	1959	
ParlaMint-CZ-en_2022-03-03-ps2021-009-05-009-074	ParlaMint-CZ_2022-03-03-ps2021-009-05-009-074.u5	Parliament of the Czech Republic, Chamber of Deputies, 2022-03-03	2022-03-03	Lower house	ps2021	-	ps2021/009	ps2021/009/05	ps2021/009/074	COVID,War	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	JanSkopecek.1980	Skopeček, Jan	M	1980	
