Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2018-10-11-tweedekamer-10	ParlaMint-NL_2018-10-11-tweedekamer-10.u1	Report of the meeting of the Dutch Lower House, Meeting 12, Session 10 (2018-10-11)	2018-10-11	Lower house	Meeting of the 29th Tweede Kamer	Session 10	Meeting 12	Sitting 2018-10-11	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2018-10-11-tweedekamer-10	ParlaMint-NL_2018-10-11-tweedekamer-10.u2	Report of the meeting of the Dutch Lower House, Meeting 12, Session 10 (2018-10-11)	2018-10-11	Lower house	Meeting of the 29th Tweede Kamer	Session 10	Meeting 12	Sitting 2018-10-11	-	Reference	English	Regular	notMP	notMinister	SP	Socialistische Partij	Opposition	Left	RenskeLeijten	Leijten, Renske	F	1979	
ParlaMint-NL-en_2018-10-11-tweedekamer-10	ParlaMint-NL_2018-10-11-tweedekamer-10.u3	Report of the meeting of the Dutch Lower House, Meeting 12, Session 10 (2018-10-11)	2018-10-11	Lower house	Meeting of the 29th Tweede Kamer	Session 10	Meeting 12	Sitting 2018-10-11	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2018-10-11-tweedekamer-10	ParlaMint-NL_2018-10-11-tweedekamer-10.u4	Report of the meeting of the Dutch Lower House, Meeting 12, Session 10 (2018-10-11)	2018-10-11	Lower house	Meeting of the 29th Tweede Kamer	Session 10	Meeting 12	Sitting 2018-10-11	-	Reference	English	Regular	MP	notMinister	PVV	Partij voor de Vrijheid	Opposition	Right to far-right	VickyMaeijer	Maeijer, Vicky	F	1986	
ParlaMint-NL-en_2018-10-11-tweedekamer-10	ParlaMint-NL_2018-10-11-tweedekamer-10.u5	Report of the meeting of the Dutch Lower House, Meeting 12, Session 10 (2018-10-11)	2018-10-11	Lower house	Meeting of the 29th Tweede Kamer	Session 10	Meeting 12	Sitting 2018-10-11	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2018-10-11-tweedekamer-10	ParlaMint-NL_2018-10-11-tweedekamer-10.u6	Report of the meeting of the Dutch Lower House, Meeting 12, Session 10 (2018-10-11)	2018-10-11	Lower house	Meeting of the 29th Tweede Kamer	Session 10	Meeting 12	Sitting 2018-10-11	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2018-10-11-tweedekamer-10	ParlaMint-NL_2018-10-11-tweedekamer-10.u7	Report of the meeting of the Dutch Lower House, Meeting 12, Session 10 (2018-10-11)	2018-10-11	Lower house	Meeting of the 29th Tweede Kamer	Session 10	Meeting 12	Sitting 2018-10-11	-	Reference	English	Regular	notMP	Minister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	StefBlok	Blok, Stef	M	1964	
ParlaMint-NL-en_2018-10-11-tweedekamer-10	ParlaMint-NL_2018-10-11-tweedekamer-10.u8	Report of the meeting of the Dutch Lower House, Meeting 12, Session 10 (2018-10-11)	2018-10-11	Lower house	Meeting of the 29th Tweede Kamer	Session 10	Meeting 12	Sitting 2018-10-11	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2018-10-11-tweedekamer-10	ParlaMint-NL_2018-10-11-tweedekamer-10.u9	Report of the meeting of the Dutch Lower House, Meeting 12, Session 10 (2018-10-11)	2018-10-11	Lower house	Meeting of the 29th Tweede Kamer	Session 10	Meeting 12	Sitting 2018-10-11	-	Reference	English	Regular	notMP	notMinister	SP	Socialistische Partij	Opposition	Left	RenskeLeijten	Leijten, Renske	F	1979	
ParlaMint-NL-en_2018-10-11-tweedekamer-10	ParlaMint-NL_2018-10-11-tweedekamer-10.u10	Report of the meeting of the Dutch Lower House, Meeting 12, Session 10 (2018-10-11)	2018-10-11	Lower house	Meeting of the 29th Tweede Kamer	Session 10	Meeting 12	Sitting 2018-10-11	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2018-10-11-tweedekamer-10	ParlaMint-NL_2018-10-11-tweedekamer-10.u11	Report of the meeting of the Dutch Lower House, Meeting 12, Session 10 (2018-10-11)	2018-10-11	Lower house	Meeting of the 29th Tweede Kamer	Session 10	Meeting 12	Sitting 2018-10-11	-	Reference	English	Regular	notMP	notMinister	SP	Socialistische Partij	Opposition	Left	RenskeLeijten	Leijten, Renske	F	1979	
ParlaMint-NL-en_2018-10-11-tweedekamer-10	ParlaMint-NL_2018-10-11-tweedekamer-10.u12	Report of the meeting of the Dutch Lower House, Meeting 12, Session 10 (2018-10-11)	2018-10-11	Lower house	Meeting of the 29th Tweede Kamer	Session 10	Meeting 12	Sitting 2018-10-11	-	Reference	English	Regular	notMP	Minister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	StefBlok	Blok, Stef	M	1964	
ParlaMint-NL-en_2018-10-11-tweedekamer-10	ParlaMint-NL_2018-10-11-tweedekamer-10.u13	Report of the meeting of the Dutch Lower House, Meeting 12, Session 10 (2018-10-11)	2018-10-11	Lower house	Meeting of the 29th Tweede Kamer	Session 10	Meeting 12	Sitting 2018-10-11	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2018-10-11-tweedekamer-10	ParlaMint-NL_2018-10-11-tweedekamer-10.u14	Report of the meeting of the Dutch Lower House, Meeting 12, Session 10 (2018-10-11)	2018-10-11	Lower house	Meeting of the 29th Tweede Kamer	Session 10	Meeting 12	Sitting 2018-10-11	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
