Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2019-07-04-tweedekamer-42	ParlaMint-NL_2019-07-04-tweedekamer-42.u1	Report of the meeting of the Dutch Lower House, Meeting 102, Session 42 (2019-07-04)	2019-07-04	Lower house	Meeting of the 29th Tweede Kamer	Session 42	Meeting 102	Sitting 2019-07-04	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2019-07-04-tweedekamer-42	ParlaMint-NL_2019-07-04-tweedekamer-42.u13	Report of the meeting of the Dutch Lower House, Meeting 102, Session 42 (2019-07-04)	2019-07-04	Lower house	Meeting of the 29th Tweede Kamer	Session 42	Meeting 102	Sitting 2019-07-04	-	Reference	English	Regular	notMP	Minister	CU	ChristenUnie	Coalition	Centre-right	CarolaSchouten	Schouten, Carola	F	1977	
ParlaMint-NL-en_2019-07-04-tweedekamer-42	ParlaMint-NL_2019-07-04-tweedekamer-42.u14	Report of the meeting of the Dutch Lower House, Meeting 102, Session 42 (2019-07-04)	2019-07-04	Lower house	Meeting of the 29th Tweede Kamer	Session 42	Meeting 102	Sitting 2019-07-04	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2019-07-04-tweedekamer-42	ParlaMint-NL_2019-07-04-tweedekamer-42.u15	Report of the meeting of the Dutch Lower House, Meeting 102, Session 42 (2019-07-04)	2019-07-04	Lower house	Meeting of the 29th Tweede Kamer	Session 42	Meeting 102	Sitting 2019-07-04	-	Reference	English	Regular	notMP	Minister	CU	ChristenUnie	Coalition	Centre-right	CarolaSchouten	Schouten, Carola	F	1977	
ParlaMint-NL-en_2019-07-04-tweedekamer-42	ParlaMint-NL_2019-07-04-tweedekamer-42.u16	Report of the meeting of the Dutch Lower House, Meeting 102, Session 42 (2019-07-04)	2019-07-04	Lower house	Meeting of the 29th Tweede Kamer	Session 42	Meeting 102	Sitting 2019-07-04	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2019-07-04-tweedekamer-42	ParlaMint-NL_2019-07-04-tweedekamer-42.u17	Report of the meeting of the Dutch Lower House, Meeting 102, Session 42 (2019-07-04)	2019-07-04	Lower house	Meeting of the 29th Tweede Kamer	Session 42	Meeting 102	Sitting 2019-07-04	-	Reference	English	Regular	notMP	Minister	CU	ChristenUnie	Coalition	Centre-right	CarolaSchouten	Schouten, Carola	F	1977	
ParlaMint-NL-en_2019-07-04-tweedekamer-42	ParlaMint-NL_2019-07-04-tweedekamer-42.u18	Report of the meeting of the Dutch Lower House, Meeting 102, Session 42 (2019-07-04)	2019-07-04	Lower house	Meeting of the 29th Tweede Kamer	Session 42	Meeting 102	Sitting 2019-07-04	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2019-07-04-tweedekamer-42	ParlaMint-NL_2019-07-04-tweedekamer-42.u19	Report of the meeting of the Dutch Lower House, Meeting 102, Session 42 (2019-07-04)	2019-07-04	Lower house	Meeting of the 29th Tweede Kamer	Session 42	Meeting 102	Sitting 2019-07-04	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2019-07-04-tweedekamer-42	ParlaMint-NL_2019-07-04-tweedekamer-42.u20	Report of the meeting of the Dutch Lower House, Meeting 102, Session 42 (2019-07-04)	2019-07-04	Lower house	Meeting of the 29th Tweede Kamer	Session 42	Meeting 102	Sitting 2019-07-04	-	Reference	English	Regular	MP	notMinister	PvdD	Partij voor de Dieren	Opposition	Left	EstherOuwehand	Ouwehand, Esther	F	1976	
ParlaMint-NL-en_2019-07-04-tweedekamer-42	ParlaMint-NL_2019-07-04-tweedekamer-42.u21	Report of the meeting of the Dutch Lower House, Meeting 102, Session 42 (2019-07-04)	2019-07-04	Lower house	Meeting of the 29th Tweede Kamer	Session 42	Meeting 102	Sitting 2019-07-04	-	Reference	English	Regular	notMP	Minister	CU	ChristenUnie	Coalition	Centre-right	CarolaSchouten	Schouten, Carola	F	1977	
ParlaMint-NL-en_2019-07-04-tweedekamer-42	ParlaMint-NL_2019-07-04-tweedekamer-42.u22	Report of the meeting of the Dutch Lower House, Meeting 102, Session 42 (2019-07-04)	2019-07-04	Lower house	Meeting of the 29th Tweede Kamer	Session 42	Meeting 102	Sitting 2019-07-04	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2019-07-04-tweedekamer-42	ParlaMint-NL_2019-07-04-tweedekamer-42.u23	Report of the meeting of the Dutch Lower House, Meeting 102, Session 42 (2019-07-04)	2019-07-04	Lower house	Meeting of the 29th Tweede Kamer	Session 42	Meeting 102	Sitting 2019-07-04	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
