Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2019-07-09-eerstekamer-9	ParlaMint-NL_2019-07-09-eerstekamer-9.u1	Report of the meeting of the Dutch Upper House, Meeting 38, Session 9 (2019-07-09)	2019-07-09	Upper house	Meeting of the 36th Eerste Kamer	Session 9	Meeting 38	Sitting 2019-07-09	-	Reference	English	Chairperson	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	JanAnthonieBruijn	Bruijn, Jan Anthonie	M	1958	
ParlaMint-NL-en_2019-07-09-eerstekamer-9	ParlaMint-NL_2019-07-09-eerstekamer-9.u2	Report of the meeting of the Dutch Upper House, Meeting 38, Session 9 (2019-07-09)	2019-07-09	Upper house	Meeting of the 36th Eerste Kamer	Session 9	Meeting 38	Sitting 2019-07-09	-	Reference	English	Chairperson	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	JanAnthonieBruijn	Bruijn, Jan Anthonie	M	1958	
ParlaMint-NL-en_2019-07-09-eerstekamer-9	ParlaMint-NL_2019-07-09-eerstekamer-9.u3	Report of the meeting of the Dutch Upper House, Meeting 38, Session 9 (2019-07-09)	2019-07-09	Upper house	Meeting of the 36th Eerste Kamer	Session 9	Meeting 38	Sitting 2019-07-09	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	ReinadeBruijn-Wezeman	de Bruijn-Wezeman, Reina	F	1954	
ParlaMint-NL-en_2019-07-09-eerstekamer-9	ParlaMint-NL_2019-07-09-eerstekamer-9.u4	Report of the meeting of the Dutch Upper House, Meeting 38, Session 9 (2019-07-09)	2019-07-09	Upper house	Meeting of the 36th Eerste Kamer	Session 9	Meeting 38	Sitting 2019-07-09	-	Reference	English	Chairperson	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	JanAnthonieBruijn	Bruijn, Jan Anthonie	M	1958	
ParlaMint-NL-en_2019-07-09-eerstekamer-9	ParlaMint-NL_2019-07-09-eerstekamer-9.u5	Report of the meeting of the Dutch Upper House, Meeting 38, Session 9 (2019-07-09)	2019-07-09	Upper house	Meeting of the 36th Eerste Kamer	Session 9	Meeting 38	Sitting 2019-07-09	-	Reference	English	Regular	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	Esther-MirjamSent	Sent, Esther-Mirjam	F	1967	
ParlaMint-NL-en_2019-07-09-eerstekamer-9	ParlaMint-NL_2019-07-09-eerstekamer-9.u6	Report of the meeting of the Dutch Upper House, Meeting 38, Session 9 (2019-07-09)	2019-07-09	Upper house	Meeting of the 36th Eerste Kamer	Session 9	Meeting 38	Sitting 2019-07-09	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	ReinadeBruijn-Wezeman	de Bruijn-Wezeman, Reina	F	1954	
ParlaMint-NL-en_2019-07-09-eerstekamer-9	ParlaMint-NL_2019-07-09-eerstekamer-9.u7	Report of the meeting of the Dutch Upper House, Meeting 38, Session 9 (2019-07-09)	2019-07-09	Upper house	Meeting of the 36th Eerste Kamer	Session 9	Meeting 38	Sitting 2019-07-09	-	Reference	English	Regular	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	Esther-MirjamSent	Sent, Esther-Mirjam	F	1967	
ParlaMint-NL-en_2019-07-09-eerstekamer-9	ParlaMint-NL_2019-07-09-eerstekamer-9.u8	Report of the meeting of the Dutch Upper House, Meeting 38, Session 9 (2019-07-09)	2019-07-09	Upper house	Meeting of the 36th Eerste Kamer	Session 9	Meeting 38	Sitting 2019-07-09	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	ReinadeBruijn-Wezeman	de Bruijn-Wezeman, Reina	F	1954	
ParlaMint-NL-en_2019-07-09-eerstekamer-9	ParlaMint-NL_2019-07-09-eerstekamer-9.u9	Report of the meeting of the Dutch Upper House, Meeting 38, Session 9 (2019-07-09)	2019-07-09	Upper house	Meeting of the 36th Eerste Kamer	Session 9	Meeting 38	Sitting 2019-07-09	-	Reference	English	Regular	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	Esther-MirjamSent	Sent, Esther-Mirjam	F	1967	
ParlaMint-NL-en_2019-07-09-eerstekamer-9	ParlaMint-NL_2019-07-09-eerstekamer-9.u10	Report of the meeting of the Dutch Upper House, Meeting 38, Session 9 (2019-07-09)	2019-07-09	Upper house	Meeting of the 36th Eerste Kamer	Session 9	Meeting 38	Sitting 2019-07-09	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	ReinadeBruijn-Wezeman	de Bruijn-Wezeman, Reina	F	1954	
ParlaMint-NL-en_2019-07-09-eerstekamer-9	ParlaMint-NL_2019-07-09-eerstekamer-9.u11	Report of the meeting of the Dutch Upper House, Meeting 38, Session 9 (2019-07-09)	2019-07-09	Upper house	Meeting of the 36th Eerste Kamer	Session 9	Meeting 38	Sitting 2019-07-09	-	Reference	English	Chairperson	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	JanAnthonieBruijn	Bruijn, Jan Anthonie	M	1958	
ParlaMint-NL-en_2019-07-09-eerstekamer-9	ParlaMint-NL_2019-07-09-eerstekamer-9.u12	Report of the meeting of the Dutch Upper House, Meeting 38, Session 9 (2019-07-09)	2019-07-09	Upper house	Meeting of the 36th Eerste Kamer	Session 9	Meeting 38	Sitting 2019-07-09	-	Reference	English	Regular	notMP	notMinister	SP	Socialistische Partij	Opposition	Left	TinyKox	Kox, Tiny	M	1953	
ParlaMint-NL-en_2019-07-09-eerstekamer-9	ParlaMint-NL_2019-07-09-eerstekamer-9.u13	Report of the meeting of the Dutch Upper House, Meeting 38, Session 9 (2019-07-09)	2019-07-09	Upper house	Meeting of the 36th Eerste Kamer	Session 9	Meeting 38	Sitting 2019-07-09	-	Reference	English	Chairperson	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	JanAnthonieBruijn	Bruijn, Jan Anthonie	M	1958	
