Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2019-04-16-tweedekamer-28	ParlaMint-NL_2019-04-16-tweedekamer-28.u1	Report of the meeting of the Dutch Lower House, Meeting 75, Session 28 (2019-04-16)	2019-04-16	Lower house	Meeting of the 29th Tweede Kamer	Session 28	Meeting 75	Sitting 2019-04-16	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2019-04-16-tweedekamer-28	ParlaMint-NL_2019-04-16-tweedekamer-28.u2	Report of the meeting of the Dutch Lower House, Meeting 75, Session 28 (2019-04-16)	2019-04-16	Lower house	Meeting of the 29th Tweede Kamer	Session 28	Meeting 75	Sitting 2019-04-16	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2019-04-16-tweedekamer-28	ParlaMint-NL_2019-04-16-tweedekamer-28.u3	Report of the meeting of the Dutch Lower House, Meeting 75, Session 28 (2019-04-16)	2019-04-16	Lower house	Meeting of the 29th Tweede Kamer	Session 28	Meeting 75	Sitting 2019-04-16	-	Reference	English	Regular	MP	notMinister	CDA	Christen-Democratisch Appèl	Coalition	Centre to centre-right	JobavandenBerg	van den Berg, Joba	F	1958	
ParlaMint-NL-en_2019-04-16-tweedekamer-28	ParlaMint-NL_2019-04-16-tweedekamer-28.u4	Report of the meeting of the Dutch Lower House, Meeting 75, Session 28 (2019-04-16)	2019-04-16	Lower house	Meeting of the 29th Tweede Kamer	Session 28	Meeting 75	Sitting 2019-04-16	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2019-04-16-tweedekamer-28	ParlaMint-NL_2019-04-16-tweedekamer-28.u5	Report of the meeting of the Dutch Lower House, Meeting 75, Session 28 (2019-04-16)	2019-04-16	Lower house	Meeting of the 29th Tweede Kamer	Session 28	Meeting 75	Sitting 2019-04-16	-	Reference	English	Regular	notMP	notMinister	SP	Socialistische Partij	Opposition	Left	MaartenHijink	Hijink, Maarten	M	1983	
ParlaMint-NL-en_2019-04-16-tweedekamer-28	ParlaMint-NL_2019-04-16-tweedekamer-28.u6	Report of the meeting of the Dutch Lower House, Meeting 75, Session 28 (2019-04-16)	2019-04-16	Lower house	Meeting of the 29th Tweede Kamer	Session 28	Meeting 75	Sitting 2019-04-16	-	Reference	English	Regular	MP	notMinister	CDA	Christen-Democratisch Appèl	Coalition	Centre to centre-right	JobavandenBerg	van den Berg, Joba	F	1958	
ParlaMint-NL-en_2019-04-16-tweedekamer-28	ParlaMint-NL_2019-04-16-tweedekamer-28.u7	Report of the meeting of the Dutch Lower House, Meeting 75, Session 28 (2019-04-16)	2019-04-16	Lower house	Meeting of the 29th Tweede Kamer	Session 28	Meeting 75	Sitting 2019-04-16	-	Reference	English	Regular	notMP	notMinister	SP	Socialistische Partij	Opposition	Left	MaartenHijink	Hijink, Maarten	M	1983	
ParlaMint-NL-en_2019-04-16-tweedekamer-28	ParlaMint-NL_2019-04-16-tweedekamer-28.u8	Report of the meeting of the Dutch Lower House, Meeting 75, Session 28 (2019-04-16)	2019-04-16	Lower house	Meeting of the 29th Tweede Kamer	Session 28	Meeting 75	Sitting 2019-04-16	-	Reference	English	Regular	MP	notMinister	CDA	Christen-Democratisch Appèl	Coalition	Centre to centre-right	JobavandenBerg	van den Berg, Joba	F	1958	
ParlaMint-NL-en_2019-04-16-tweedekamer-28	ParlaMint-NL_2019-04-16-tweedekamer-28.u9	Report of the meeting of the Dutch Lower House, Meeting 75, Session 28 (2019-04-16)	2019-04-16	Lower house	Meeting of the 29th Tweede Kamer	Session 28	Meeting 75	Sitting 2019-04-16	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2019-04-16-tweedekamer-28	ParlaMint-NL_2019-04-16-tweedekamer-28.u10	Report of the meeting of the Dutch Lower House, Meeting 75, Session 28 (2019-04-16)	2019-04-16	Lower house	Meeting of the 29th Tweede Kamer	Session 28	Meeting 75	Sitting 2019-04-16	-	Reference	English	Regular	notMP	notMinister	SP	Socialistische Partij	Opposition	Left	MaartenHijink	Hijink, Maarten	M	1983	
