Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2021-04-20-tweedekamer-33	ParlaMint-NL_2021-04-20-tweedekamer-33.u1	Report of the meeting of the Dutch Lower House, Meeting 70, Session 33 (2021-04-20)	2021-04-20	Lower house	Meeting of the 29th Tweede Kamer	Session 33	Meeting 70	Sitting 2021-04-20	-	COVID	English	Chairperson	MP	notMinister	D66	Democraten 66	-	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2021-04-20-tweedekamer-33	ParlaMint-NL_2021-04-20-tweedekamer-33.u2	Report of the meeting of the Dutch Lower House, Meeting 70, Session 33 (2021-04-20)	2021-04-20	Lower house	Meeting of the 29th Tweede Kamer	Session 33	Meeting 70	Sitting 2021-04-20	-	COVID	English	Regular	notMP	notMinister	CDA	Christen-Democratisch Appèl	-	Centre to centre-right	AgnesMulder	Mulder, Agnes	F	1973	
ParlaMint-NL-en_2021-04-20-tweedekamer-33	ParlaMint-NL_2021-04-20-tweedekamer-33.u3	Report of the meeting of the Dutch Lower House, Meeting 70, Session 33 (2021-04-20)	2021-04-20	Lower house	Meeting of the 29th Tweede Kamer	Session 33	Meeting 70	Sitting 2021-04-20	-	COVID	English	Regular	notMP	notMinister	CDA	Christen-Democratisch Appèl	-	Centre to centre-right	AgnesMulder	Mulder, Agnes	F	1973	
ParlaMint-NL-en_2021-04-20-tweedekamer-33	ParlaMint-NL_2021-04-20-tweedekamer-33.u4	Report of the meeting of the Dutch Lower House, Meeting 70, Session 33 (2021-04-20)	2021-04-20	Lower house	Meeting of the 29th Tweede Kamer	Session 33	Meeting 70	Sitting 2021-04-20	-	COVID	English	Chairperson	MP	notMinister	D66	Democraten 66	-	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2021-04-20-tweedekamer-33	ParlaMint-NL_2021-04-20-tweedekamer-33.u5	Report of the meeting of the Dutch Lower House, Meeting 70, Session 33 (2021-04-20)	2021-04-20	Lower house	Meeting of the 29th Tweede Kamer	Session 33	Meeting 70	Sitting 2021-04-20	-	COVID	English	Guest	notMP	notMinister	D66	Democraten 66	-	Centre	StientjevanVeldhoven	van Veldhoven, Stientje	F	1973	
ParlaMint-NL-en_2021-04-20-tweedekamer-33	ParlaMint-NL_2021-04-20-tweedekamer-33.u6	Report of the meeting of the Dutch Lower House, Meeting 70, Session 33 (2021-04-20)	2021-04-20	Lower house	Meeting of the 29th Tweede Kamer	Session 33	Meeting 70	Sitting 2021-04-20	-	COVID	English	Chairperson	MP	notMinister	D66	Democraten 66	-	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
