Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2018-04-10-ps2017-012-01-004-003	ParlaMint-CZ_2018-04-10-ps2017-012-01-004-003.u1	Parliament of the Czech Republic, Chamber of Deputies, 2018-04-10	2018-04-10	Lower house	ps2017	-	ps2017/012	ps2017/012/01	ps2017/012/003	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	JanHamacek.1978	Hamáček, Jan	M	1978	
ParlaMint-CZ-en_2018-04-10-ps2017-012-01-004-003	ParlaMint-CZ_2018-04-10-ps2017-012-01-004-003.u2	Parliament of the Czech Republic, Chamber of Deputies, 2018-04-10	2018-04-10	Lower house	ps2017	-	ps2017/012	ps2017/012/01	ps2017/012/003	Reference	English	Guest	MP	Minister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RichardBrabec.1966	Brabec, Richard	M	1966	
ParlaMint-CZ-en_2018-04-10-ps2017-012-01-004-003	ParlaMint-CZ_2018-04-10-ps2017-012-01-004-003.u3	Parliament of the Czech Republic, Chamber of Deputies, 2018-04-10	2018-04-10	Lower house	ps2017	-	ps2017/012	ps2017/012/01	ps2017/012/003	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	JanHamacek.1978	Hamáček, Jan	M	1978	
ParlaMint-CZ-en_2018-04-10-ps2017-012-01-004-003	ParlaMint-CZ_2018-04-10-ps2017-012-01-004-003.u4	Parliament of the Czech Republic, Chamber of Deputies, 2018-04-10	2018-04-10	Lower house	ps2017	-	ps2017/012	ps2017/012/01	ps2017/012/003	Reference	English	Regular	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	DanaBalcarova.1960	Balcarová, Dana	F	1960	
ParlaMint-CZ-en_2018-04-10-ps2017-012-01-004-003	ParlaMint-CZ_2018-04-10-ps2017-012-01-004-003.u5	Parliament of the Czech Republic, Chamber of Deputies, 2018-04-10	2018-04-10	Lower house	ps2017	-	ps2017/012	ps2017/012/01	ps2017/012/003	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	JanHamacek.1978	Hamáček, Jan	M	1978	
ParlaMint-CZ-en_2018-04-10-ps2017-012-01-004-003	ParlaMint-CZ_2018-04-10-ps2017-012-01-004-003.u6	Parliament of the Czech Republic, Chamber of Deputies, 2018-04-10	2018-04-10	Lower house	ps2017	-	ps2017/012	ps2017/012/01	ps2017/012/003	Reference	English	Regular	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	DanaBalcarova.1960	Balcarová, Dana	F	1960	
ParlaMint-CZ-en_2018-04-10-ps2017-012-01-004-003	ParlaMint-CZ_2018-04-10-ps2017-012-01-004-003.u7	Parliament of the Czech Republic, Chamber of Deputies, 2018-04-10	2018-04-10	Lower house	ps2017	-	ps2017/012	ps2017/012/01	ps2017/012/003	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	JanHamacek.1978	Hamáček, Jan	M	1978	
ParlaMint-CZ-en_2018-04-10-ps2017-012-01-004-003	ParlaMint-CZ_2018-04-10-ps2017-012-01-004-003.u8	Parliament of the Czech Republic, Chamber of Deputies, 2018-04-10	2018-04-10	Lower house	ps2017	-	ps2017/012	ps2017/012/01	ps2017/012/003	Reference	English	Regular	MP	notMinister	TOP09	Political group TOP 09	Opposition	Centre-right	FrantisekVacha.1966	Vácha, František	M	1966	
ParlaMint-CZ-en_2018-04-10-ps2017-012-01-004-003	ParlaMint-CZ_2018-04-10-ps2017-012-01-004-003.u9	Parliament of the Czech Republic, Chamber of Deputies, 2018-04-10	2018-04-10	Lower house	ps2017	-	ps2017/012	ps2017/012/01	ps2017/012/003	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	JanHamacek.1978	Hamáček, Jan	M	1978	
ParlaMint-CZ-en_2018-04-10-ps2017-012-01-004-003	ParlaMint-CZ_2018-04-10-ps2017-012-01-004-003.u10	Parliament of the Czech Republic, Chamber of Deputies, 2018-04-10	2018-04-10	Lower house	ps2017	-	ps2017/012	ps2017/012/01	ps2017/012/003	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	JanZahradnik.1949	Zahradník, Jan	M	1949	
ParlaMint-CZ-en_2018-04-10-ps2017-012-01-004-003	ParlaMint-CZ_2018-04-10-ps2017-012-01-004-003.u11	Parliament of the Czech Republic, Chamber of Deputies, 2018-04-10	2018-04-10	Lower house	ps2017	-	ps2017/012	ps2017/012/01	ps2017/012/003	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	JanHamacek.1978	Hamáček, Jan	M	1978	
