Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-ES-en_2020-09-23-CD200923	ParlaMint-ES_2020-09-23-CD200923.u1	Plenary session 44 (2020-09-23)	2020-09-23	Lower house	Legislatura XIV	Sesión plenaria núm. 44	-	2020-09-23	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2020-09-23-CD200923	ParlaMint-ES_2020-09-23-CD200923.u2	Plenary session 44 (2020-09-23)	2020-09-23	Lower house	Legislatura XIV	Sesión plenaria núm. 44	-	2020-09-23	-	COVID	English	Regular	MP	notMinister	PP	Partido Popular	Opposition	Centre-right to right	ConcepciónGamarraRuizClavijo	Gamarra Ruiz-Clavijo, Concepción	F	1974	
ParlaMint-ES-en_2020-09-23-CD200923	ParlaMint-ES_2020-09-23-CD200923.u3	Plenary session 44 (2020-09-23)	2020-09-23	Lower house	Legislatura XIV	Sesión plenaria núm. 44	-	2020-09-23	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2020-09-23-CD200923	ParlaMint-ES_2020-09-23-CD200923.u4	Plenary session 44 (2020-09-23)	2020-09-23	Lower house	Legislatura XIV	Sesión plenaria núm. 44	-	2020-09-23	-	COVID	English	Regular	MP	Minister	PSOE	Partido Socialista Obrero Español	Coalition	Centre-left	CarmenCalvoPoyato	Calvo Poyato, Carmen	F	1957	
ParlaMint-ES-en_2020-09-23-CD200923	ParlaMint-ES_2020-09-23-CD200923.u5	Plenary session 44 (2020-09-23)	2020-09-23	Lower house	Legislatura XIV	Sesión plenaria núm. 44	-	2020-09-23	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2020-09-23-CD200923	ParlaMint-ES_2020-09-23-CD200923.u6	Plenary session 44 (2020-09-23)	2020-09-23	Lower house	Legislatura XIV	Sesión plenaria núm. 44	-	2020-09-23	-	COVID	English	Regular	MP	notMinister	PP	Partido Popular	Opposition	Centre-right to right	ConcepciónGamarraRuizClavijo	Gamarra Ruiz-Clavijo, Concepción	F	1974	
ParlaMint-ES-en_2020-09-23-CD200923	ParlaMint-ES_2020-09-23-CD200923.u7	Plenary session 44 (2020-09-23)	2020-09-23	Lower house	Legislatura XIV	Sesión plenaria núm. 44	-	2020-09-23	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2020-09-23-CD200923	ParlaMint-ES_2020-09-23-CD200923.u8	Plenary session 44 (2020-09-23)	2020-09-23	Lower house	Legislatura XIV	Sesión plenaria núm. 44	-	2020-09-23	-	COVID	English	Regular	MP	Minister	PSOE	Partido Socialista Obrero Español	Coalition	Centre-left	CarmenCalvoPoyato	Calvo Poyato, Carmen	F	1957	
ParlaMint-ES-en_2020-09-23-CD200923	ParlaMint-ES_2020-09-23-CD200923.u9	Plenary session 44 (2020-09-23)	2020-09-23	Lower house	Legislatura XIV	Sesión plenaria núm. 44	-	2020-09-23	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2020-09-23-CD200923	ParlaMint-ES_2020-09-23-CD200923.u10	Plenary session 44 (2020-09-23)	2020-09-23	Lower house	Legislatura XIV	Sesión plenaria núm. 44	-	2020-09-23	-	COVID	English	Regular	MP	notMinister	Vox	Vox	Opposition	Right to far-right	IvánEspinosaDeLosMonterosDeSimón	Espinosa De Los Monteros De Simón, Iván	M	1971	
