Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-PT-en_2015-12-11	ParlaMint-PT_2015-12-11.u1	Minutes of the Assembly of the Portuguese Republic, Session 1, Number 16	2015-12-11	Unicameralism	Série I - XIII Legislatura	Sessão 1	Número 16	11.12.2015	-	Reference	English	Chairperson	MP	notMinister	GP-PS	Grupo Parlamentar do Partido Socialista	Coalition	Centre-left	EduardoLuísBarretoFerroRodrigues	Luís Barreto Ferro Rodrigues, Eduardo	M	1949	
ParlaMint-PT-en_2015-12-11	ParlaMint-PT_2015-12-11.u2	Minutes of the Assembly of the Portuguese Republic, Session 1, Number 16	2015-12-11	Unicameralism	Série I - XIII Legislatura	Sessão 1	Número 16	11.12.2015	-	Reference	English	Regular	MP	notMinister	GP-PSD	Grupo Parlamentar do Partido Social Democrata	Opposition	Centre-right	CarlosEduardoAlmeidadeAbreuAmorim	Eduardo Almeida de Abreu Amorim, Carlos	M	1963	
ParlaMint-PT-en_2015-12-11	ParlaMint-PT_2015-12-11.u3	Minutes of the Assembly of the Portuguese Republic, Session 1, Number 16	2015-12-11	Unicameralism	Série I - XIII Legislatura	Sessão 1	Número 16	11.12.2015	-	Reference	English	Chairperson	MP	notMinister	GP-PS	Grupo Parlamentar do Partido Socialista	Coalition	Centre-left	EduardoLuísBarretoFerroRodrigues	Luís Barreto Ferro Rodrigues, Eduardo	M	1949	
ParlaMint-PT-en_2015-12-11	ParlaMint-PT_2015-12-11.u4	Minutes of the Assembly of the Portuguese Republic, Session 1, Number 16	2015-12-11	Unicameralism	Série I - XIII Legislatura	Sessão 1	Número 16	11.12.2015	-	Reference	English	Regular	MP	notMinister	GP-PS	Grupo Parlamentar do Partido Socialista	Coalition	Centre-left	ElzaMariaHenriquesDeusPais	Maria Henriques Deus Pais, Elza	F	1958	
ParlaMint-PT-en_2015-12-11	ParlaMint-PT_2015-12-11.u5	Minutes of the Assembly of the Portuguese Republic, Session 1, Number 16	2015-12-11	Unicameralism	Série I - XIII Legislatura	Sessão 1	Número 16	11.12.2015	-	Reference	English	Chairperson	MP	notMinister	GP-PS	Grupo Parlamentar do Partido Socialista	Coalition	Centre-left	EduardoLuísBarretoFerroRodrigues	Luís Barreto Ferro Rodrigues, Eduardo	M	1949	
ParlaMint-PT-en_2015-12-11	ParlaMint-PT_2015-12-11.u6	Minutes of the Assembly of the Portuguese Republic, Session 1, Number 16	2015-12-11	Unicameralism	Série I - XIII Legislatura	Sessão 1	Número 16	11.12.2015	-	Reference	English	Regular	MP	notMinister	GP-PCP	Grupo Parlamentar do Partido Comunista Português	Opposition	Left to far-left	AntónioFilipeGaiãoRodrigues	Filipe Gaião Rodrigues, António	M	1963	
ParlaMint-PT-en_2015-12-11	ParlaMint-PT_2015-12-11.u7	Minutes of the Assembly of the Portuguese Republic, Session 1, Number 16	2015-12-11	Unicameralism	Série I - XIII Legislatura	Sessão 1	Número 16	11.12.2015	-	Reference	English	Regular	MP	notMinister	GP-PCP	Grupo Parlamentar do Partido Comunista Português	Opposition	Left to far-left	JoãoGuilhermeRamosRosadeOliveira	Guilherme Ramos Rosa de Oliveira, João	M	1979	
ParlaMint-PT-en_2015-12-11	ParlaMint-PT_2015-12-11.u8	Minutes of the Assembly of the Portuguese Republic, Session 1, Number 16	2015-12-11	Unicameralism	Série I - XIII Legislatura	Sessão 1	Número 16	11.12.2015	-	Reference	English	Regular	MP	notMinister	GP-PCP	Grupo Parlamentar do Partido Comunista Português	Opposition	Left to far-left	AntónioFilipeGaiãoRodrigues	Filipe Gaião Rodrigues, António	M	1963	
ParlaMint-PT-en_2015-12-11	ParlaMint-PT_2015-12-11.u9	Minutes of the Assembly of the Portuguese Republic, Session 1, Number 16	2015-12-11	Unicameralism	Série I - XIII Legislatura	Sessão 1	Número 16	11.12.2015	-	Reference	English	Regular	MP	notMinister	GP-PCP	Grupo Parlamentar do Partido Comunista Português	Opposition	Left to far-left	JoãoGuilhermeRamosRosadeOliveira	Guilherme Ramos Rosa de Oliveira, João	M	1979	
ParlaMint-PT-en_2015-12-11	ParlaMint-PT_2015-12-11.u10	Minutes of the Assembly of the Portuguese Republic, Session 1, Number 16	2015-12-11	Unicameralism	Série I - XIII Legislatura	Sessão 1	Número 16	11.12.2015	-	Reference	English	Regular	MP	notMinister	GP-PCP	Grupo Parlamentar do Partido Comunista Português	Opposition	Left to far-left	AntónioFilipeGaiãoRodrigues	Filipe Gaião Rodrigues, António	M	1963	
