Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-BE-en_2018-01-11-54-plenair-ip210x	ParlaMint-BE_2018-01-11-54-plenair-ip210x.u1	Belgian parliamentary corpus ParlaMint-BE-en, plenary session of 11-01-2018	2018-01-11	Lower house	Zittingperiode 54	-	Plenaire zitting 210 van 11-01-2018	-	-	Reference	English	Chairperson	MP	notMinister	N-VA	Nieuw-Vlaamse Alliantie	Coalition	Centre-right to right	BrackeSiegfried	Bracke, Siegfried	M	1953	
ParlaMint-BE-en_2018-01-11-54-plenair-ip210x	ParlaMint-BE_2018-01-11-54-plenair-ip210x.u2	Belgian parliamentary corpus ParlaMint-BE-en, plenary session of 11-01-2018	2018-01-11	Lower house	Zittingperiode 54	-	Plenaire zitting 210 van 11-01-2018	-	-	Reference	English	Chairperson	MP	notMinister	N-VA	Nieuw-Vlaamse Alliantie	Coalition	Centre-right to right	BrackeSiegfried	Bracke, Siegfried	M	1953	
ParlaMint-BE-en_2018-01-11-54-plenair-ip210x	ParlaMint-BE_2018-01-11-54-plenair-ip210x.u3	Belgian parliamentary corpus ParlaMint-BE-en, plenary session of 11-01-2018	2018-01-11	Lower house	Zittingperiode 54	-	Plenaire zitting 210 van 11-01-2018	-	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	MichelCharles	Michel, Charles	M	1975	
ParlaMint-BE-en_2018-01-11-54-plenair-ip210x	ParlaMint-BE_2018-01-11-54-plenair-ip210x.u4	Belgian parliamentary corpus ParlaMint-BE-en, plenary session of 11-01-2018	2018-01-11	Lower house	Zittingperiode 54	-	Plenaire zitting 210 van 11-01-2018	-	-	Reference	English	Chairperson	MP	notMinister	N-VA	Nieuw-Vlaamse Alliantie	Coalition	Centre-right to right	BrackeSiegfried	Bracke, Siegfried	M	1953	
ParlaMint-BE-en_2018-01-11-54-plenair-ip210x	ParlaMint-BE_2018-01-11-54-plenair-ip210x.u5	Belgian parliamentary corpus ParlaMint-BE-en, plenary session of 11-01-2018	2018-01-11	Lower house	Zittingperiode 54	-	Plenaire zitting 210 van 11-01-2018	-	-	Reference	English	Chairperson	MP	notMinister	N-VA	Nieuw-Vlaamse Alliantie	Coalition	Centre-right to right	BrackeSiegfried	Bracke, Siegfried	M	1953	
ParlaMint-BE-en_2018-01-11-54-plenair-ip210x	ParlaMint-BE_2018-01-11-54-plenair-ip210x.u6	Belgian parliamentary corpus ParlaMint-BE-en, plenary session of 11-01-2018	2018-01-11	Lower house	Zittingperiode 54	-	Plenaire zitting 210 van 11-01-2018	-	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	MichelCharles	Michel, Charles	M	1975	
ParlaMint-BE-en_2018-01-11-54-plenair-ip210x	ParlaMint-BE_2018-01-11-54-plenair-ip210x.u7	Belgian parliamentary corpus ParlaMint-BE-en, plenary session of 11-01-2018	2018-01-11	Lower house	Zittingperiode 54	-	Plenaire zitting 210 van 11-01-2018	-	-	Reference	English	Chairperson	MP	notMinister	N-VA	Nieuw-Vlaamse Alliantie	Coalition	Centre-right to right	BrackeSiegfried	Bracke, Siegfried	M	1953	
ParlaMint-BE-en_2018-01-11-54-plenair-ip210x	ParlaMint-BE_2018-01-11-54-plenair-ip210x.u8	Belgian parliamentary corpus ParlaMint-BE-en, plenary session of 11-01-2018	2018-01-11	Lower house	Zittingperiode 54	-	Plenaire zitting 210 van 11-01-2018	-	-	Reference	English	Chairperson	MP	notMinister	N-VA	Nieuw-Vlaamse Alliantie	Coalition	Centre-right to right	BrackeSiegfried	Bracke, Siegfried	M	1953	
ParlaMint-BE-en_2018-01-11-54-plenair-ip210x	ParlaMint-BE_2018-01-11-54-plenair-ip210x.u9	Belgian parliamentary corpus ParlaMint-BE-en, plenary session of 11-01-2018	2018-01-11	Lower house	Zittingperiode 54	-	Plenaire zitting 210 van 11-01-2018	-	-	Reference	English	Chairperson	MP	notMinister	N-VA	Nieuw-Vlaamse Alliantie	Coalition	Centre-right to right	BrackeSiegfried	Bracke, Siegfried	M	1953	
ParlaMint-BE-en_2018-01-11-54-plenair-ip210x	ParlaMint-BE_2018-01-11-54-plenair-ip210x.u10	Belgian parliamentary corpus ParlaMint-BE-en, plenary session of 11-01-2018	2018-01-11	Lower house	Zittingperiode 54	-	Plenaire zitting 210 van 11-01-2018	-	-	Reference	English	Regular	MP	notMinister	DéFi	Démocrate Fédéraliste Indépendant	Opposition	Centre to centre-right	MaingainOlivier	Maingain, Olivier	M	1958	
