Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2015-07-08-ps2013-029-06-002-131	ParlaMint-CZ_2015-07-08-ps2013-029-06-002-131.u1	Parliament of the Czech Republic, Chamber of Deputies, 2015-07-08	2015-07-08	Lower house	ps2013	-	ps2013/029	ps2013/029/06	ps2013/029/131	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	JanHamacek.1978	Hamáček, Jan	M	1978	
ParlaMint-CZ-en_2015-07-08-ps2013-029-06-002-131	ParlaMint-CZ_2015-07-08-ps2013-029-06-002-131.u2	Parliament of the Czech Republic, Chamber of Deputies, 2015-07-08	2015-07-08	Lower house	ps2013	-	ps2013/029	ps2013/029/06	ps2013/029/131	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	JanZahradnik.1949	Zahradník, Jan	M	1949	
ParlaMint-CZ-en_2015-07-08-ps2013-029-06-002-131	ParlaMint-CZ_2015-07-08-ps2013-029-06-002-131.u3	Parliament of the Czech Republic, Chamber of Deputies, 2015-07-08	2015-07-08	Lower house	ps2013	-	ps2013/029	ps2013/029/06	ps2013/029/131	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	JanHamacek.1978	Hamáček, Jan	M	1978	
ParlaMint-CZ-en_2015-07-08-ps2013-029-06-002-131	ParlaMint-CZ_2015-07-08-ps2013-029-06-002-131.u4	Parliament of the Czech Republic, Chamber of Deputies, 2015-07-08	2015-07-08	Lower house	ps2013	-	ps2013/029	ps2013/029/06	ps2013/029/131	Reference	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	JosefNekl.1953	Nekl, Josef	M	1953	
ParlaMint-CZ-en_2015-07-08-ps2013-029-06-002-131	ParlaMint-CZ_2015-07-08-ps2013-029-06-002-131.u5	Parliament of the Czech Republic, Chamber of Deputies, 2015-07-08	2015-07-08	Lower house	ps2013	-	ps2013/029	ps2013/029/06	ps2013/029/131	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	JanHamacek.1978	Hamáček, Jan	M	1978	
ParlaMint-CZ-en_2015-07-08-ps2013-029-06-002-131	ParlaMint-CZ_2015-07-08-ps2013-029-06-002-131.u6	Parliament of the Czech Republic, Chamber of Deputies, 2015-07-08	2015-07-08	Lower house	ps2013	-	ps2013/029	ps2013/029/06	ps2013/029/131	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	ZbynekStanjura.1964	Stanjura, Zbyněk	M	1964	
ParlaMint-CZ-en_2015-07-08-ps2013-029-06-002-131	ParlaMint-CZ_2015-07-08-ps2013-029-06-002-131.u7	Parliament of the Czech Republic, Chamber of Deputies, 2015-07-08	2015-07-08	Lower house	ps2013	-	ps2013/029	ps2013/029/06	ps2013/029/131	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	JanHamacek.1978	Hamáček, Jan	M	1978	
ParlaMint-CZ-en_2015-07-08-ps2013-029-06-002-131	ParlaMint-CZ_2015-07-08-ps2013-029-06-002-131.u8	Parliament of the Czech Republic, Chamber of Deputies, 2015-07-08	2015-07-08	Lower house	ps2013	-	ps2013/029	ps2013/029/06	ps2013/029/131	Reference	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	JosefNekl.1953	Nekl, Josef	M	1953	
ParlaMint-CZ-en_2015-07-08-ps2013-029-06-002-131	ParlaMint-CZ_2015-07-08-ps2013-029-06-002-131.u9	Parliament of the Czech Republic, Chamber of Deputies, 2015-07-08	2015-07-08	Lower house	ps2013	-	ps2013/029	ps2013/029/06	ps2013/029/131	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	JanHamacek.1978	Hamáček, Jan	M	1978	
