Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2015-04-02-ps2013-026-06-012-105	ParlaMint-CZ_2015-04-02-ps2013-026-06-012-105.u1	Parliament of the Czech Republic, Chamber of Deputies, 2015-04-02	2015-04-02	Lower house	ps2013	-	ps2013/026	ps2013/026/06	ps2013/026/105	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2015-04-02-ps2013-026-06-012-105	ParlaMint-CZ_2015-04-02-ps2013-026-06-012-105.u2	Parliament of the Czech Republic, Chamber of Deputies, 2015-04-02	2015-04-02	Lower house	ps2013	-	ps2013/026	ps2013/026/06	ps2013/026/105	Reference	English	Regular	MP	Minister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	MarianJurecka.1981	Jurečka, Marian	M	1981	
ParlaMint-CZ-en_2015-04-02-ps2013-026-06-012-105	ParlaMint-CZ_2015-04-02-ps2013-026-06-012-105.u3	Parliament of the Czech Republic, Chamber of Deputies, 2015-04-02	2015-04-02	Lower house	ps2013	-	ps2013/026	ps2013/026/06	ps2013/026/105	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2015-04-02-ps2013-026-06-012-105	ParlaMint-CZ_2015-04-02-ps2013-026-06-012-105.u4	Parliament of the Czech Republic, Chamber of Deputies, 2015-04-02	2015-04-02	Lower house	ps2013	-	ps2013/026	ps2013/026/06	ps2013/026/105	Reference	English	Regular	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	LadislavVelebny.1957	Velebný, Ladislav	M	1957	
ParlaMint-CZ-en_2015-04-02-ps2013-026-06-012-105	ParlaMint-CZ_2015-04-02-ps2013-026-06-012-105.u5	Parliament of the Czech Republic, Chamber of Deputies, 2015-04-02	2015-04-02	Lower house	ps2013	-	ps2013/026	ps2013/026/06	ps2013/026/105	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2015-04-02-ps2013-026-06-012-105	ParlaMint-CZ_2015-04-02-ps2013-026-06-012-105.u6	Parliament of the Czech Republic, Chamber of Deputies, 2015-04-02	2015-04-02	Lower house	ps2013	-	ps2013/026	ps2013/026/06	ps2013/026/105	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrBendl.1966	Bendl, Petr	M	1966	
ParlaMint-CZ-en_2015-04-02-ps2013-026-06-012-105	ParlaMint-CZ_2015-04-02-ps2013-026-06-012-105.u7	Parliament of the Czech Republic, Chamber of Deputies, 2015-04-02	2015-04-02	Lower house	ps2013	-	ps2013/026	ps2013/026/06	ps2013/026/105	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2015-04-02-ps2013-026-06-012-105	ParlaMint-CZ_2015-04-02-ps2013-026-06-012-105.u8	Parliament of the Czech Republic, Chamber of Deputies, 2015-04-02	2015-04-02	Lower house	ps2013	-	ps2013/026	ps2013/026/06	ps2013/026/105	Reference	English	Regular	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	LadislavVelebny.1957	Velebný, Ladislav	M	1957	
ParlaMint-CZ-en_2015-04-02-ps2013-026-06-012-105	ParlaMint-CZ_2015-04-02-ps2013-026-06-012-105.u9	Parliament of the Czech Republic, Chamber of Deputies, 2015-04-02	2015-04-02	Lower house	ps2013	-	ps2013/026	ps2013/026/06	ps2013/026/105	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
