Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-LV-en_2020-05-29-PT13-2084	ParlaMint-LV_2020-05-29-PT13-2084-U1	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2020-05-29	2020-05-29	Unicameralism	13. sasaukums	-	Regulārā	2020-05-29	-	COVID	English	Chairperson	MP	notMinister	NA	Nacionālā apvienība "Visu Latvijai!"–"Tēvzemei un Brīvībai/LNNK"	Coalition	Right	MūrnieceInāra	Mūrniece, Ināra	F	-	
ParlaMint-LV-en_2020-05-29-PT13-2084	ParlaMint-LV_2020-05-29-PT13-2084-U2	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2020-05-29	2020-05-29	Unicameralism	13. sasaukums	-	Regulārā	2020-05-29	-	COVID	English	Regular	MP	notMinister	SASKAŅA	SASKAŅA	Opposition	Centre-left	ŠvecovaĻubova	Švecova, Ļubova	F	-	
ParlaMint-LV-en_2020-05-29-PT13-2084	ParlaMint-LV_2020-05-29-PT13-2084-U3	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2020-05-29	2020-05-29	Unicameralism	13. sasaukums	-	Regulārā	2020-05-29	-	COVID	English	Chairperson	MP	notMinister	NA	Nacionālā apvienība "Visu Latvijai!"–"Tēvzemei un Brīvībai/LNNK"	Coalition	Right	MūrnieceInāra	Mūrniece, Ināra	F	-	
ParlaMint-LV-en_2020-05-29-PT13-2084	ParlaMint-LV_2020-05-29-PT13-2084-U4	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2020-05-29	2020-05-29	Unicameralism	13. sasaukums	-	Regulārā	2020-05-29	-	COVID	English	Regular	MP	notMinister	SASKAŅA	SASKAŅA	Opposition	Centre-left	ŠvecovaĻubova	Švecova, Ļubova	F	-	
ParlaMint-LV-en_2020-05-29-PT13-2084	ParlaMint-LV_2020-05-29-PT13-2084-U5	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2020-05-29	2020-05-29	Unicameralism	13. sasaukums	-	Regulārā	2020-05-29	-	COVID	English	Chairperson	MP	notMinister	NA	Nacionālā apvienība "Visu Latvijai!"–"Tēvzemei un Brīvībai/LNNK"	Coalition	Right	MūrnieceInāra	Mūrniece, Ināra	F	-	
ParlaMint-LV-en_2020-05-29-PT13-2084	ParlaMint-LV_2020-05-29-PT13-2084-U6	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2020-05-29	2020-05-29	Unicameralism	13. sasaukums	-	Regulārā	2020-05-29	-	COVID	English	Regular	MP	notMinister	SASKAŅA	SASKAŅA	Opposition	Centre-left	ŠvecovaĻubova	Švecova, Ļubova	F	-	
ParlaMint-LV-en_2020-05-29-PT13-2084	ParlaMint-LV_2020-05-29-PT13-2084-U7	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2020-05-29	2020-05-29	Unicameralism	13. sasaukums	-	Regulārā	2020-05-29	-	COVID	English	Chairperson	MP	notMinister	NA	Nacionālā apvienība "Visu Latvijai!"–"Tēvzemei un Brīvībai/LNNK"	Coalition	Right	MūrnieceInāra	Mūrniece, Ināra	F	-	
ParlaMint-LV-en_2020-05-29-PT13-2084	ParlaMint-LV_2020-05-29-PT13-2084-U8	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2020-05-29	2020-05-29	Unicameralism	13. sasaukums	-	Regulārā	2020-05-29	-	COVID	English	Regular	MP	notMinister	SASKAŅA	SASKAŅA	Opposition	Centre-left	ŠvecovaĻubova	Švecova, Ļubova	F	-	
ParlaMint-LV-en_2020-05-29-PT13-2084	ParlaMint-LV_2020-05-29-PT13-2084-U9	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2020-05-29	2020-05-29	Unicameralism	13. sasaukums	-	Regulārā	2020-05-29	-	COVID	English	Chairperson	MP	notMinister	NA	Nacionālā apvienība "Visu Latvijai!"–"Tēvzemei un Brīvībai/LNNK"	Coalition	Right	MūrnieceInāra	Mūrniece, Ināra	F	-	
ParlaMint-LV-en_2020-05-29-PT13-2084	ParlaMint-LV_2020-05-29-PT13-2084-U10	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2020-05-29	2020-05-29	Unicameralism	13. sasaukums	-	Regulārā	2020-05-29	-	COVID	English	Regular	MP	notMinister	SASKAŅA	SASKAŅA	Opposition	Centre-left	ŠvecovaĻubova	Švecova, Ļubova	F	-	
ParlaMint-LV-en_2020-05-29-PT13-2084	ParlaMint-LV_2020-05-29-PT13-2084-U11	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2020-05-29	2020-05-29	Unicameralism	13. sasaukums	-	Regulārā	2020-05-29	-	COVID	English	Chairperson	MP	notMinister	NA	Nacionālā apvienība "Visu Latvijai!"–"Tēvzemei un Brīvībai/LNNK"	Coalition	Right	MūrnieceInāra	Mūrniece, Ināra	F	-	
ParlaMint-LV-en_2020-05-29-PT13-2084	ParlaMint-LV_2020-05-29-PT13-2084-U12	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2020-05-29	2020-05-29	Unicameralism	13. sasaukums	-	Regulārā	2020-05-29	-	COVID	English	Regular	MP	notMinister	ZZS	Zaļo un Zemnieku savienība	Opposition	Centre to centre-right	Reizniece-OzolaDana	Reizniece-Ozola, Dana	F	-	
ParlaMint-LV-en_2020-05-29-PT13-2084	ParlaMint-LV_2020-05-29-PT13-2084-U13	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2020-05-29	2020-05-29	Unicameralism	13. sasaukums	-	Regulārā	2020-05-29	-	COVID	English	Chairperson	MP	notMinister	NA	Nacionālā apvienība "Visu Latvijai!"–"Tēvzemei un Brīvībai/LNNK"	Coalition	Right	MūrnieceInāra	Mūrniece, Ināra	F	-	
ParlaMint-LV-en_2020-05-29-PT13-2084	ParlaMint-LV_2020-05-29-PT13-2084-U14	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2020-05-29	2020-05-29	Unicameralism	13. sasaukums	-	Regulārā	2020-05-29	-	COVID	English	Regular	MP	notMinister	ZZS	Zaļo un Zemnieku savienība	Opposition	Centre to centre-right	Reizniece-OzolaDana	Reizniece-Ozola, Dana	F	-	
