Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2014-06-18-ps2013-010-06-002-110	ParlaMint-CZ_2014-06-18-ps2013-010-06-002-110.u1	Parliament of the Czech Republic, Chamber of Deputies, 2014-06-18	2014-06-18	Lower house	ps2013	-	ps2013/010	ps2013/010/06	ps2013/010/110	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2014-06-18-ps2013-010-06-002-110	ParlaMint-CZ_2014-06-18-ps2013-010-06-002-110.u2	Parliament of the Czech Republic, Chamber of Deputies, 2014-06-18	2014-06-18	Lower house	ps2013	-	ps2013/010	ps2013/010/06	ps2013/010/110	Reference	English	Regular	notMP	Minister	-	-	-	-	AntoninPrachar.1962	Prachař, Antonín	M	1962	
ParlaMint-CZ-en_2014-06-18-ps2013-010-06-002-110	ParlaMint-CZ_2014-06-18-ps2013-010-06-002-110.u3	Parliament of the Czech Republic, Chamber of Deputies, 2014-06-18	2014-06-18	Lower house	ps2013	-	ps2013/010	ps2013/010/06	ps2013/010/110	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2014-06-18-ps2013-010-06-002-110	ParlaMint-CZ_2014-06-18-ps2013-010-06-002-110.u4	Parliament of the Czech Republic, Chamber of Deputies, 2014-06-18	2014-06-18	Lower house	ps2013	-	ps2013/010	ps2013/010/06	ps2013/010/110	Reference	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	KarelSidlo.1957	Šidlo, Karel	M	1957	
ParlaMint-CZ-en_2014-06-18-ps2013-010-06-002-110	ParlaMint-CZ_2014-06-18-ps2013-010-06-002-110.u5	Parliament of the Czech Republic, Chamber of Deputies, 2014-06-18	2014-06-18	Lower house	ps2013	-	ps2013/010	ps2013/010/06	ps2013/010/110	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2014-06-18-ps2013-010-06-002-110	ParlaMint-CZ_2014-06-18-ps2013-010-06-002-110.u6	Parliament of the Czech Republic, Chamber of Deputies, 2014-06-18	2014-06-18	Lower house	ps2013	-	ps2013/010	ps2013/010/06	ps2013/010/110	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	MartinKolovratnik.1975	Kolovratník, Martin	M	1975	
ParlaMint-CZ-en_2014-06-18-ps2013-010-06-002-110	ParlaMint-CZ_2014-06-18-ps2013-010-06-002-110.u7	Parliament of the Czech Republic, Chamber of Deputies, 2014-06-18	2014-06-18	Lower house	ps2013	-	ps2013/010	ps2013/010/06	ps2013/010/110	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2014-06-18-ps2013-010-06-002-110	ParlaMint-CZ_2014-06-18-ps2013-010-06-002-110.u8	Parliament of the Czech Republic, Chamber of Deputies, 2014-06-18	2014-06-18	Lower house	ps2013	-	ps2013/010	ps2013/010/06	ps2013/010/110	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	ZbynekStanjura.1964	Stanjura, Zbyněk	M	1964	
ParlaMint-CZ-en_2014-06-18-ps2013-010-06-002-110	ParlaMint-CZ_2014-06-18-ps2013-010-06-002-110.u9	Parliament of the Czech Republic, Chamber of Deputies, 2014-06-18	2014-06-18	Lower house	ps2013	-	ps2013/010	ps2013/010/06	ps2013/010/110	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2014-06-18-ps2013-010-06-002-110	ParlaMint-CZ_2014-06-18-ps2013-010-06-002-110.u10	Parliament of the Czech Republic, Chamber of Deputies, 2014-06-18	2014-06-18	Lower house	ps2013	-	ps2013/010	ps2013/010/06	ps2013/010/110	Reference	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	KarelSidlo.1957	Šidlo, Karel	M	1957	
ParlaMint-CZ-en_2014-06-18-ps2013-010-06-002-110	ParlaMint-CZ_2014-06-18-ps2013-010-06-002-110.u11	Parliament of the Czech Republic, Chamber of Deputies, 2014-06-18	2014-06-18	Lower house	ps2013	-	ps2013/010	ps2013/010/06	ps2013/010/110	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
