Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2014-02-11-ps2013-006-05-004-023	ParlaMint-CZ_2014-02-11-ps2013-006-05-004-023.u1	Parliament of the Czech Republic, Chamber of Deputies, 2014-02-11	2014-02-11	Lower house	ps2013	-	ps2013/006	ps2013/006/05	ps2013/006/023	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	JanHamacek.1978	Hamáček, Jan	M	1978	
ParlaMint-CZ-en_2014-02-11-ps2013-006-05-004-023	ParlaMint-CZ_2014-02-11-ps2013-006-05-004-023.u2	Parliament of the Czech Republic, Chamber of Deputies, 2014-02-11	2014-02-11	Lower house	ps2013	-	ps2013/006	ps2013/006/05	ps2013/006/023	Reference	English	Regular	MP	notMinister	Úsvit	Political group of Usvit - Narodni Koalice	Opposition	Far-right	RadimFiala.1969	Fiala, Radim	M	1969	
ParlaMint-CZ-en_2014-02-11-ps2013-006-05-004-023	ParlaMint-CZ_2014-02-11-ps2013-006-05-004-023.u3	Parliament of the Czech Republic, Chamber of Deputies, 2014-02-11	2014-02-11	Lower house	ps2013	-	ps2013/006	ps2013/006/05	ps2013/006/023	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	JanHamacek.1978	Hamáček, Jan	M	1978	
ParlaMint-CZ-en_2014-02-11-ps2013-006-05-004-023	ParlaMint-CZ_2014-02-11-ps2013-006-05-004-023.u4	Parliament of the Czech Republic, Chamber of Deputies, 2014-02-11	2014-02-11	Lower house	ps2013	-	ps2013/006	ps2013/006/05	ps2013/006/023	Reference	English	Regular	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	VaclavVotava.1956	Votava, Václav	M	1956	
ParlaMint-CZ-en_2014-02-11-ps2013-006-05-004-023	ParlaMint-CZ_2014-02-11-ps2013-006-05-004-023.u5	Parliament of the Czech Republic, Chamber of Deputies, 2014-02-11	2014-02-11	Lower house	ps2013	-	ps2013/006	ps2013/006/05	ps2013/006/023	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	JanHamacek.1978	Hamáček, Jan	M	1978	
ParlaMint-CZ-en_2014-02-11-ps2013-006-05-004-023	ParlaMint-CZ_2014-02-11-ps2013-006-05-004-023.u6	Parliament of the Czech Republic, Chamber of Deputies, 2014-02-11	2014-02-11	Lower house	ps2013	-	ps2013/006	ps2013/006/05	ps2013/006/023	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	ZbynekStanjura.1964	Stanjura, Zbyněk	M	1964	
ParlaMint-CZ-en_2014-02-11-ps2013-006-05-004-023	ParlaMint-CZ_2014-02-11-ps2013-006-05-004-023.u7	Parliament of the Czech Republic, Chamber of Deputies, 2014-02-11	2014-02-11	Lower house	ps2013	-	ps2013/006	ps2013/006/05	ps2013/006/023	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	JanHamacek.1978	Hamáček, Jan	M	1978	
ParlaMint-CZ-en_2014-02-11-ps2013-006-05-004-023	ParlaMint-CZ_2014-02-11-ps2013-006-05-004-023.u8	Parliament of the Czech Republic, Chamber of Deputies, 2014-02-11	2014-02-11	Lower house	ps2013	-	ps2013/006	ps2013/006/05	ps2013/006/023	Reference	English	Regular	MP	notMinister	Úsvit	Political group of Usvit - Narodni Koalice	Opposition	Far-right	RadimFiala.1969	Fiala, Radim	M	1969	
ParlaMint-CZ-en_2014-02-11-ps2013-006-05-004-023	ParlaMint-CZ_2014-02-11-ps2013-006-05-004-023.u9	Parliament of the Czech Republic, Chamber of Deputies, 2014-02-11	2014-02-11	Lower house	ps2013	-	ps2013/006	ps2013/006/05	ps2013/006/023	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2014-02-11-ps2013-006-05-004-023	ParlaMint-CZ_2014-02-11-ps2013-006-05-004-023.u10	Parliament of the Czech Republic, Chamber of Deputies, 2014-02-11	2014-02-11	Lower house	ps2013	-	ps2013/006	ps2013/006/05	ps2013/006/023	Reference	English	Regular	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	VaclavVotava.1956	Votava, Václav	M	1956	
ParlaMint-CZ-en_2014-02-11-ps2013-006-05-004-023	ParlaMint-CZ_2014-02-11-ps2013-006-05-004-023.u11	Parliament of the Czech Republic, Chamber of Deputies, 2014-02-11	2014-02-11	Lower house	ps2013	-	ps2013/006	ps2013/006/05	ps2013/006/023	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
