Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-GR-en_2018-12-14-S1-commons	ParlaMint-GR_2018-12-14-S1-commons.u1	Minutes of the assembly of the greek parliament, Term 17, session 4, sitting 44, 2018-12-14	2018-12-14	Unicameralism	17	4	-	44	-	Reference	English	Chairperson	MP	notMinister	E.K.	Union of Centrists	Opposition	Centre	ΓΕΩΡΓΙΑΔΗΣ_ΝΙΚΟΛΑΟΥ_ΜΑΡΙΟΣ	Geōrgiadīs, Marios	M	-	
ParlaMint-GR-en_2018-12-14-S1-commons	ParlaMint-GR_2018-12-14-S1-commons.u2	Minutes of the assembly of the greek parliament, Term 17, session 4, sitting 44, 2018-12-14	2018-12-14	Unicameralism	17	4	-	44	-	Reference	English	Regular	MP	notMinister	SY.RIZ.A.	Coalition of the Radical Left – Progressive Alliance	Coalition	Centre-left to left	ΑΘΑΝΑΣΙΟΥ_ΕΥΘΥΜΙΟΥ_ΑΘΑΝΑΣΙΟΣ_ΝΑΣΟΣ	Athanasioy, Athanasios	M	-	
ParlaMint-GR-en_2018-12-14-S1-commons	ParlaMint-GR_2018-12-14-S1-commons.u3	Minutes of the assembly of the greek parliament, Term 17, session 4, sitting 44, 2018-12-14	2018-12-14	Unicameralism	17	4	-	44	-	Reference	English	Chairperson	MP	notMinister	E.K.	Union of Centrists	Opposition	Centre	ΓΕΩΡΓΙΑΔΗΣ_ΝΙΚΟΛΑΟΥ_ΜΑΡΙΟΣ	Geōrgiadīs, Marios	M	-	
ParlaMint-GR-en_2018-12-14-S1-commons	ParlaMint-GR_2018-12-14-S1-commons.u4	Minutes of the assembly of the greek parliament, Term 17, session 4, sitting 44, 2018-12-14	2018-12-14	Unicameralism	17	4	-	44	-	Reference	English	Regular	MP	notMinister	DĪ.SY.	Democratic Alignment	Opposition	Centre-left	ΠΑΠΑΘΕΟΔΩΡΟΥ_ΠΑΝΑΓΙΩΤΗ_ΘΕΟΔΩΡΟΣ	Papatheodōroy, Theodōros	M	-	
ParlaMint-GR-en_2018-12-14-S1-commons	ParlaMint-GR_2018-12-14-S1-commons.u5	Minutes of the assembly of the greek parliament, Term 17, session 4, sitting 44, 2018-12-14	2018-12-14	Unicameralism	17	4	-	44	-	Reference	English	Chairperson	MP	notMinister	E.K.	Union of Centrists	Opposition	Centre	ΓΕΩΡΓΙΑΔΗΣ_ΝΙΚΟΛΑΟΥ_ΜΑΡΙΟΣ	Geōrgiadīs, Marios	M	-	
ParlaMint-GR-en_2018-12-14-S1-commons	ParlaMint-GR_2018-12-14-S1-commons.u6	Minutes of the assembly of the greek parliament, Term 17, session 4, sitting 44, 2018-12-14	2018-12-14	Unicameralism	17	4	-	44	-	Reference	English	Regular	MP	notMinister	DĪ.SY.	Democratic Alignment	Opposition	Centre-left	ΠΑΠΑΘΕΟΔΩΡΟΥ_ΠΑΝΑΓΙΩΤΗ_ΘΕΟΔΩΡΟΣ	Papatheodōroy, Theodōros	M	-	
ParlaMint-GR-en_2018-12-14-S1-commons	ParlaMint-GR_2018-12-14-S1-commons.u7	Minutes of the assembly of the greek parliament, Term 17, session 4, sitting 44, 2018-12-14	2018-12-14	Unicameralism	17	4	-	44	-	Reference	English	Chairperson	MP	notMinister	E.K.	Union of Centrists	Opposition	Centre	ΓΕΩΡΓΙΑΔΗΣ_ΝΙΚΟΛΑΟΥ_ΜΑΡΙΟΣ	Geōrgiadīs, Marios	M	-	
ParlaMint-GR-en_2018-12-14-S1-commons	ParlaMint-GR_2018-12-14-S1-commons.u8	Minutes of the assembly of the greek parliament, Term 17, session 4, sitting 44, 2018-12-14	2018-12-14	Unicameralism	17	4	-	44	-	Reference	English	Regular	MP	notMinister	SY.RIZ.A.	Coalition of the Radical Left – Progressive Alliance	Coalition	Centre-left to left	ΤΟΣΚΑΣ_ΣΤΕΦΑΝΟΥ_ΝΙΚΟΛΑΟΣ	Toskas, Nikolaos	M	-	
ParlaMint-GR-en_2018-12-14-S1-commons	ParlaMint-GR_2018-12-14-S1-commons.u9	Minutes of the assembly of the greek parliament, Term 17, session 4, sitting 44, 2018-12-14	2018-12-14	Unicameralism	17	4	-	44	-	Reference	English	Chairperson	MP	notMinister	E.K.	Union of Centrists	Opposition	Centre	ΓΕΩΡΓΙΑΔΗΣ_ΝΙΚΟΛΑΟΥ_ΜΑΡΙΟΣ	Geōrgiadīs, Marios	M	-	
ParlaMint-GR-en_2018-12-14-S1-commons	ParlaMint-GR_2018-12-14-S1-commons.u10	Minutes of the assembly of the greek parliament, Term 17, session 4, sitting 44, 2018-12-14	2018-12-14	Unicameralism	17	4	-	44	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	ΓΕΩΡΓΙΟΣ_ΒΑΣΙΛΕΙΑΔΗΣ	Vasileiadīs, Geōrgios	M	-	
